,name,organism,GenBank_ID,UniProt_ID,drugs,drugs_num
BE0003628,Carbonic anhydrase 6,Humans,AB021660,P23280,DB00909; DB06795; DB08846,3
BE0003630,Carbonic anhydrase-related protein,Humans,L04656,P35219,DB00909,1
BE0003631,Carbonic anhydrase-related protein 10,Humans,AB036836,Q9NS85,DB00909,1
BE0003632,Carbonic anhydrase-related protein 11,Humans,AF067662,O75493,DB00909,1
BE0003633,Carbonic anhydrase 13,Humans,AK095314,Q8N1Q1,DB00909; DB07115,2
BE0002441,ATP-sensitive inward rectifier potassium channel 8,Humans,D50312,Q15842,DB00914; DB00922; DB01154; DB01251; DB01289,5
BE0000875,Lanosterol 14-alpha demethylase,Humans,U23942,Q16850,DB00916; DB01007; DB01045; DB01167; DB05667; DB07705,6
BE0003522,Prostaglandin E2 receptor EP4 subtype,Humans,BC113523,P35408,DB00917; DB00929; DB09211; DB12836,4
BE0002378,Nociceptin receptor,Humans,X77130,P41146,DB00921; DB01497; DB05492,3
BE0000892,DNA (cytosine-5)-methyltransferase 1,Humans,X63692,P26358,DB00928; DB01035; DB01099; DB01262; DB05668; DB12116,6
BE0004907,5'-AMP-activated protein kinase,Humans,AB022017,Q13131,DB00945; DB12010,2
BE0009667,Nuclear factor kappa b beta subunit,Humans,-,-,DB00945,1
BE0003380,Cellular tumor antigen p53,Humans,X02469,P04637,DB00945; DB03347; DB08363; DB14487; DB14533,5
BE0001098,78 kDa glucose-regulated protein,Humans,M19645,P11021,DB00945,1
BE0004876,Ribosomal protein S6 kinase alpha-3,Humans,M19645,P51812,DB00945; DB12010,2
BE0003469,NF-kappa-B inhibitor alpha,Humans,BC004983,P25963,DB00945; DB05983; DB06543,3
BE0004952,Tumor necrosis factor-inducible gene 6 protein,Humans,BC004983,P98066,DB00945; DB08818,2
BE0000444,Caspase-1,Humans,X65019,P29466,DB00945; DB01017; DB04875; DB05408; DB07733; DB07744; DB07916,7
BE0001162,Caspase-3,Humans,U13737,P42574,DB00945; DB01017; DB03124; DB05408; DB06862; DB07696; DB08213; DB08229; DB08251; DB08497; DB08498; DB08499; DB13751,13
BE0001027,G1/S-specific cyclin-D1,Humans,X59798,P24385,DB00945; DB01169; DB11718,3
BE0004689,Myc proto-oncogene protein,Humans,X59798,P01106,DB00945,1
BE0002887,Cytochrome P450 2C8,Humans,M17397,P10632,DB00951; DB03796; DB08607,3
BE0002433,Cytochrome P450 1A2,Humans,Z00036,P05177,DB00951; DB07453; DB11994,3
BE0003536,Cytochrome P450 2C19,Humans,M61854,P33261,DB00951; DB12319,2
BE0000105,Sterol O-acyltransferase 1,Humans,L21934,P35610,DB00973; DB01094,2
BE0000802,Niemann-Pick C1-like protein 1,Humans,AF192522,Q9UHC9,DB00973,1
BE0001078,Aminopeptidase N,Humans,X13276,P15144,DB00973,1
BE0004812,Manganese cation,Humans,-,-,DB00974; DB01422; DB14600,3
BE0000631,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",Humans,AB020593,Q9Y233,DB00975; DB01113; DB08383; DB08384; DB08386; DB08387; DB08389; DB08391; DB08811; DB08814,10
BE0009008,Calcipressin-1,Humans,L20965,P53805,DB00975,1
BE0000515,Melatonin receptor type 1A,Humans,U14108,P48039,DB00980; DB01065; DB02709; DB06594; DB09071,5
BE0000327,Melatonin receptor type 1B,Humans,U25341,P49286,DB00980; DB01065; DB02709; DB06594; DB09071,5
BE0000113,DNA polymerase beta,Humans,L11607,P06746,DB00987; DB03222; DB07479; DB14488; DB14489; DB14490; DB14491; DB14501,8
BE0005839,5-hydroxytryptamine receptor 3B,Humans,D49394,O95264,DB00988; DB08839,2
BE0002390,Superoxide dismutase [Cu-Zn],Humans,L44139,P00441,DB00988; DB01064; DB01629; DB03382; DB05025; DB14487; DB14533,7
BE0000710,High affinity immunoglobulin gamma Fc receptor I,Humans,X14356,P12314,DB00992,1
BE0000077,Hypoxanthine-guanine phosphoribosyltransferase,Humans,M31642,P00492,DB00993; DB01033; DB01632; DB02309; DB03153; DB04356,6
BE0001109,Ras-related C3 botulinum toxin substrate 1,Humans,M29870,P63000,DB00993; DB04315,2
BE0000907,"Peroxiredoxin-5, mitochondrial",Humans,AJ249483,P30044,DB00995; DB03608; DB03793,3
BE0005819,Nucleolar and coiled-body phosphoprotein 1,Humans,J04088,Q14978,DB00997,1
BE0001191,Protein S100-P,Humans,X65614,P25815,DB01003,1
BE0003552,C-X-C chemokine receptor type 1,Humans,L19591,P25024,DB01009,1
BE0002218,G protein-activated inward rectifier potassium channel 4,Humans,U39195,P48544,DB01016,1
BE0004923,Mitochondrial ATP-sensitive potassium channel,Humans,D50582,Q14654,DB01016,1
BE0001051,Interleukin-1 beta,Humans,K02770,P01584,DB01017; DB05260; DB05412; DB05442; DB05470; DB05767; DB11967; DB12140,8
BE0000163,Vascular endothelial growth factor A,Humans,M32977,P15692,DB01017; DB01120; DB01136; DB03088; DB03754; DB05294; DB05434; DB05932; DB05969,9
BE0001009,Cytochrome c,Humans,M22877,P99999,DB01017; DB02110; DB03317; DB03934; DB03977; DB04249; DB11638,7
BE0003578,Guanylate cyclase soluble subunit alpha-2,Humans,X63282,P33402,DB01020; DB08931; DB09241; DB09282,4
BE0003566,"Troponin C, skeletal muscle",Humans,X07898,P02585,DB01023,1
BE0000125,Interleukin-3,Humans,M14743,P08700,DB01025; DB09221; DB14487; DB14533,4
BE0004884,17-hydroxylase,Humans,-,-,DB01026,1
BE0004873,Steroid 21-hydroxylase,Humans,-,P08686,DB01026,1
BE0004883,11-hydroxylase,Humans,-,-,DB01026,1
BE0003719,Pannexin-1,Humans,AF093239,Q96RD7,DB01032,1
BE0009016,Taste receptor type 2 member 16,Humans,AF093239,Q9NYV7,DB01032,1
BE0004941,Inosine-5'-monophosphate dehydrogenase,Humans,J05272,P20839,DB01033,1
BE0000959,Fatty acid synthase,Humans,U26644,P49327,DB01034; DB01083,2
BE0001020,Metalloproteinase,Humans,AJ003147,O43923,DB01039; DB13873,2
BE0001086,Nuclear factor NF-kappa-B p105 subunit,Humans,M55643,P19838,DB01041; DB01411; DB05212; DB05767; DB08814,5
BE0000748,Fibroblast growth factor receptor 2,Humans,X52832,P21802,DB01041; DB01901; DB02058; DB02491; DB08896; DB08901; DB09078; DB09079; DB12010; DB12147,10
BE0001004,Solute carrier organic anion transporter family member 1B1,Humans,AF060500,Q9Y6L6,DB01045; DB01211; DB05521,3
BE0003642,Solute carrier organic anion transporter family member 1A2,Humans,U21943,P46721,DB01045,1
BE0003659,Solute carrier organic anion transporter family member 1B3,Humans,AJ251506,Q9NPD5,DB01045; DB01211; DB06750,3
BE0001042,Solute carrier organic anion transporter family member 2B1,Humans,AB026256,O94956,DB01045; DB05521,2
BE0000765,Chloride channel protein 2,Humans,AF026004,P51788,DB01046; DB05514,2
BE0004659,Smoothened homolog,Humans,X03225,Q99835,DB01047; DB06786; DB08828; DB09143; DB11978,5
BE0009142,"HLA class I histocompatibility antigen, B-57 alpha chain",Humans,U28646,P18465,DB01048,1
BE0000246,Apoptosis regulator Bcl-2,Humans,M13994,P10415,DB01050; DB01229; DB01248; DB01367; DB06307; DB06756; DB08871; DB09213; DB09401; DB11581; DB12191; DB12340,12
BE0001151,Thrombomodulin,Humans,X05495,P07204,DB01050; DB09213,2
BE0003591,"Fatty acid-binding protein, intestinal",Humans,BC069466,P12104,DB01050; DB09213,2
BE0001025,Platelet glycoprotein Ib alpha chain,Humans,J02940,P07359,DB01050; DB09213,2
BE0003756,Protein S100-A7,Humans,M86757,P31151,DB01050; DB04474; DB09213; DB14487; DB14533,5
BE0001047,C-C motif chemokine 2,Humans,M24545,P13500,DB01055; DB01406,2
BE0000923,Mitogen-activated protein kinase 1,Humans,M84489,P28482,DB01064; DB01169; DB02116; DB02482; DB02733; DB04338; DB06195; DB06641; DB06877; DB07010; DB07264; DB07788; DB07794; DB07905; DB08513; DB08521; DB13930,17
BE0000955,Phosphatidylinositol 3-kinase regulatory subunit alpha,Humans,M61906,P27986,DB01064; DB06486; DB08059,3
BE0002383,Phosphatidylinositol 3-kinase regulatory subunit beta,Humans,X80907,O00459,DB01064,1
BE0002384,Phosphatidylinositol 3-kinase regulatory subunit gamma,Humans,D88532,Q92569,DB01064,1
BE0003554,Nuclear receptor ROR-beta,Humans,Y08639,Q92753,DB01065,1
BE0003555,Eosinophil peroxidase,Humans,X14346,P11678,DB01065,1
BE0002109,Calreticulin,Humans,M32294,P27797,DB01065; DB11093; DB11348; DB14481,4
BE0003553,Acetylserotonin O-methyltransferase,Humans,U11090,P46597,DB01065,1
BE0002804,Deoxycytidine kinase,Humans,M60527,P27707,DB01073; DB02594; DB05494,3
BE0000854,Dipeptidyl peptidase 4,Humans,U13735,P27487,DB01076; DB01261; DB01884; DB02004; DB03253; DB03660; DB04491; DB04577; DB04578; DB04876; DB06011; DB06127; DB06203; DB06335; DB06880; DB06939; DB06993; DB06994; DB07015; DB07021; DB07067; DB07072; DB07081; DB07092; DB07135; DB07154; DB07181; DB07193; DB07239; DB07271; DB07328; DB07356; DB07412; DB07465; DB07482; DB07666; DB07779; DB07830; DB07851; DB08024; DB08044; DB08051; DB08164; DB08382; DB08429; DB08445; DB08504; DB08530; DB08588; DB08672; DB08743; DB08882; DB11723,53
BE0008669,Adenosine triphosphate (ATP),Humans,-,-,DB01077; DB01133,2
BE0000683,Pancreatic triacylglycerol lipase,Humans,J05125,P16233,DB01083; DB02451; DB04233; DB06586; DB08222,5
BE0003620,Gastric triacylglycerol lipase,Humans,X05997,P07098,DB01083; DB02457,2
BE0002459,"Keratin, type II cytoskeletal 7",Humans,AJ238246,P08729,DB01087,1
BE0005034,Sodium/potassium-transporting ATPase subunit alpha-2,Humans,D00099,P50993,DB01092,1
BE0005047,Sodium/potassium-transporting ATPase subunit alpha-3,Humans,D00099,P13637,DB01092,1
BE0004608,Sterol O-acyltransferase 2,Humans,L21934,O75908,DB01094,1
BE0000232,Microsomal triglyceride transfer protein large subunit,Humans,X75500,P55157,DB01094; DB04852; DB05678; DB08827,4
BE0000382,"Dihydroorotate dehydrogenase (quinone), mitochondrial",Humans,M94065,Q02127,DB01097; DB01117; DB02262; DB02613; DB03247; DB03480; DB03523; DB04147; DB04281; DB04583; DB06481; DB07443; DB07559; DB07561; DB07646; DB07975; DB07976; DB07977; DB07978; DB08006; DB08008; DB08169; DB08172; DB08249; DB08880,25
BE0000871,Protein-tyrosine kinase 2-beta,Humans,U33284,Q14289,DB01097; DB01645; DB08341; DB11817; DB12010,5
BE0001077,85/88 kDa calcium-independent phospholipase A2,Humans,AF064594,O60733,DB01103,1
BE0001081,Inactive phospholipase C-like protein 1,Humans,D42108,Q15111,DB01103,1
BE0000464,Neurotensin receptor type 2,Humans,Y10148,O95665,DB01106,1
BE0004422,Calcium-activated potassium channel subunit beta-1,Humans,U25138,Q16558,DB01110,1
BE0003196,Calcium-activated potassium channel subunit beta-2,Humans,AF099137,Q9Y691,DB01110; DB03861,2
BE0004423,Calcium-activated potassium channel subunit beta-3,Humans,AF139471,Q9NPA1,DB01110,1
BE0004424,Calcium-activated potassium channel subunit beta-4,Humans,AF160967,Q86W47,DB01110,1
BE0004425,Small conductance calcium-activated potassium channel protein 1,Humans,U69883,Q92952,DB01110,1
BE0004426,Small conductance calcium-activated potassium channel protein 2,Humans,AF239613,Q9H2S1,DB01110,1
BE0004427,Small conductance calcium-activated potassium channel protein 3,Humans,AF031815,Q9UGI6,DB01110,1
BE0000623,Tyrosine-protein phosphatase non-receptor type 1,Humans,M31724,P18031,DB01133; DB01734; DB01820; DB02014; DB02072; DB02259; DB02420; DB02436; DB02615; DB02620; DB02622; DB02651; DB02662; DB02784; DB02827; DB02977; DB03102; DB03154; DB03311; DB03483; DB03557; DB03661; DB03670; DB03714; DB03982; DB04001; DB04088; DB04142; DB04204; DB04285; DB04525; DB04800; DB06333; DB06521; DB06829; DB06887; DB07130; DB07134; DB07197; DB07263; DB07289; DB07295; DB07298; DB07480; DB07651; DB07719; DB07730; DB08001; DB08003; DB08147; DB08371; DB08397; DB08549; DB08591; DB08593; DB08783,56
BE0000979,Natriuretic peptides B,Humans,M31776,P16860,DB01136; DB06412,2
BE0001095,Gap junction alpha-1 protein,Humans,X52947,P17302,DB01136,1
BE0001114,Vascular cell adhesion protein 1,Humans,M30257,P19320,DB01136; DB05399,2
BE0001074,E-selectin,Humans,M30640,P16581,DB01136; DB03721,2
BE0002374,Hypoxia-inducible factor 1-alpha,Humans,U22431,Q16665,DB01136; DB02342; DB05959; DB06082; DB08687,5
BE0005187,Inward rectifier potassium channel 4,Humans,U22431,P48050,DB01136,1
BE0004782,Solute carrier family 22 member 12,Humans,L05628,Q96S37,DB01138; DB11560,2
BE0001200,Rhodopsin,Humans,U49742,P08100,DB01159; DB01646; DB01728; DB02451; DB02482; DB03152; DB03381; DB03796; DB04079; DB04147; DB04233; DB04450; DB04522,13
BE0001030,G protein-activated inward rectifier potassium channel 2,Humans,U24660,P48051,DB01159; DB11633,2
BE0001080,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-2,Humans,AF493870,P59768,DB01159,1
BE0000948,Neuropeptide S receptor,Humans,AY310326,Q6W5P4,DB01159,1
BE0000984,Transforming growth factor beta-1,Humans,X05839,P01137,DB01162,1
BE0001979,"Thioredoxin reductase 1, cytoplasmic",Humans,X91247,Q16881,DB01169; DB02338; DB03147; DB03566; DB04106; DB05448,6
BE0009012,Cyclin-dependent kinase inhibitor 1,Humans,M63167,P38936,DB01169,1
BE0002365,Histone deacetylase 1,Humans,U50079,Q13547,DB01169; DB02546; DB05223; DB06176; DB08868; DB11830; DB12565; DB14487; DB14533,9
BE0005808,Protein PML,Humans,U50079,P29590,DB01169,1
BE0000951,Estrogen sulfotransferase,Humans,U08098,P49888,DB01176; DB01812; DB02902; DB03346,4
BE0002442,Toll-like receptor 4,Humans,U93091,O00206,DB01183; DB02767; DB03017; DB05475; DB08231,5
BE0000345,Prolactin receptor,Humans,M31661,P16471,DB01185,1
BE0001100,Microtubule-associated protein 2,Humans,U01828,P11137,DB01196; DB01229; DB01248,3
BE0001169,Microtubule-associated protein 1A,Humans,U38291,P78559,DB01196,1
BE0001680,Leukotriene A-4 hydrolase,Humans,U27293,P09960,DB01197; DB02062; DB02352; DB03424; DB06828; DB06851; DB06917; DB07094; DB07099; DB07102; DB07104; DB07196; DB07237; DB07258; DB07259; DB07260; DB07292; DB08040; DB08466; DB11781,20
BE0000993,Synaptic vesicle glycoprotein 2A,Humans,AB018279,Q7L0J3,DB01202; DB05541; DB05885,3
BE0004003,Stathmin-4,Humans,AJ303455,Q9H169,DB01206; DB07574,2
BE0000759,Thromboxane A2 receptor,Humans,D38081,P21731,DB01207; DB06739; DB09285,3
BE0004957,5-hydroxytryptamine receptor 2,Humans,S42168,P28223,DB01221; DB06678,2
BE0003475,Microtubule-associated protein 4,Humans,BC015149,P27816,DB01229; DB01248; DB11638,3
BE0000672,Potassium voltage-gated channel subfamily KQT member 1,Humans,AF000571,P51787,DB01244; DB04957; DB11633,3
BE0000987,Thiopurine S-methyltransferase,Humans,S62904,P51580,DB01250,1
BE0000944,Interferon gamma,Humans,X13274,P01579,DB01250; DB01296; DB05676,3
BE0000838,Proto-oncogene tyrosine-protein kinase Src,Humans,AL133293,P12931,DB01254; DB01678; DB01866; DB01893; DB01908; DB01947; DB01962; DB02175; DB02336; DB02432; DB02762; DB02908; DB03023; DB03078; DB03104; DB03114; DB03217; DB03268; DB03298; DB03306; DB03525; DB03591; DB03628; DB03712; DB03828; DB04080; DB04272; DB04495; DB04739; DB04751; DB06137; DB06616; DB06882; DB06883; DB07335; DB07662; DB07966; DB08052; DB08053; DB08054; DB08192; DB08462; DB08564; DB08901; DB09079; DB12010,46
BE0000841,Ephrin type-A receptor 2,Humans,M59371,P29317,DB01254; DB04395; DB08896; DB12010,4
BE0000842,Tyrosine-protein kinase Lck,Humans,X05027,P06239,DB01254; DB01830; DB02010; DB03023; DB04003; DB04395; DB06925; DB07146; DB07297; DB08055; DB08056; DB08057; DB08901; DB09079; DB12010,15
BE0000840,Tyrosine-protein kinase Yes,Humans,M15990,P07947,DB01254; DB12010,2
BE0000891,Signal transducer and activator of transcription 5B,Humans,U48730,P51692,DB01254,1
BE0000839,Tyrosine-protein kinase Fyn,Humans,M14333,P06241,DB01254; DB02078; DB12010,3
BE0001284,Tyrosine-protein kinase BTK,Humans,X58957,Q06187,DB01254; DB01863; DB09053; DB11703; DB12010,5
BE0008998,Nuclear receptor subfamily 4 group A member 3,Humans,X58957,Q92570,DB01254,1
BE0004743,Breakpoint cluster region protein,Humans,X58957,P11274,DB01254; DB06616; DB08901,3
BE0001356,Tyrosine-protein kinase CSK,Humans,X60114,P41240,DB01254; DB02010; DB05075; DB12010,4
BE0005587,Ephrin type-A receptor 5,Humans,X60114,P54756,DB01254; DB12010,2
BE0002453,Ephrin type-B receptor 4,Humans,U07695,P54760,DB01254; DB07249; DB07250; DB07251; DB07252; DB07253; DB07254; DB07255; DB07256; DB11973; DB12010,11
BE0005539,Tyrosine-protein kinase Fgr,Humans,U07695,P09769,DB01254; DB12010,2
BE0004742,Tyrosine-protein kinase FRK,Humans,U07695,P42685,DB01254; DB08896; DB12010,3
BE0003775,Heat shock cognate 71 kDa protein,Humans,AB034951,P11142,DB01254; DB07045; DB11638,3
BE0004315,Tyrosine-protein kinase Lyn,Humans,M16038,P07948,DB01254; DB03023; DB06616; DB08901; DB09079; DB12010,6
BE0005595,Mitogen-activated protein kinase kinase kinase MLT,Humans,M16038,Q9NYL2,DB01254; DB12010,2
BE0001019,Mitogen-activated protein kinase 14,Humans,L35263,Q16539,DB01254; DB01761; DB01807; DB01948; DB01953; DB01988; DB02195; DB02277; DB02352; DB02873; DB02984; DB03044; DB03110; DB03980; DB04338; DB04632; DB04797; DB05412; DB05470; DB06518; DB06882; DB06940; DB06991; DB07138; DB07307; DB07459; DB07607; DB07811; DB07829; DB07832; DB07833; DB07834; DB07835; DB07941; DB07942; DB07943; DB08064; DB08068; DB08091; DB08092; DB08093; DB08095; DB08096; DB08097; DB08242; DB08349; DB08351; DB08352; DB08395; DB08423; DB08424; DB08521; DB08522; DB08730; DB12010,55
BE0000511,Receptor tyrosine-protein kinase erbB-2,Humans,M11767,P04626,DB01259; DB05944; DB06021; DB08916; DB11652; DB11973; DB12010; DB12267,8
BE0000844,Oxytocin receptor,Humans,X64878,P30559,DB01282; DB09059; DB13929,3
BE0002387,Nuclear factor NF-kappa-B p100 subunit,Humans,X61498,Q00653,DB01296; DB05212; DB05767,3
BE0000930,Serum paraoxonase/arylesterase 1,Humans,M63012,P27169,DB01327; DB14487; DB14533,3
BE0003486,Interleukin-15,Humans,Z38000,P40933,DB01327,1
BE0003426,Type-2 angiotensin II receptor,Humans,U20860,P50052,DB01349,1
BE0002468,Voltage-dependent anion-selective channel protein 1,Humans,L06132,P21796,DB01375; DB09061; DB14011,3
BE0002469,Voltage-dependent anion-selective channel protein 2,Humans,L08666,P45880,DB01375,1
BE0002470,Voltage-dependent anion-selective channel protein 3,Humans,U90943,Q9Y277,DB01375,1
BE0004905,ATP-sensitive potassium channel,Humans,U12541,P48048,DB01392; DB11148,2
BE0000203,Gonadotropin-releasing hormone receptor,Humans,L03380,P30968,DB01406; DB06494; DB11619; DB11979,4
BE0000472,Putative gonadotropin-releasing hormone II receptor,Humans,AF403014,Q96P88,DB01406,1
BE0001094,Beta-nerve growth factor,Humans,V01511,P01138,DB01407; DB09221,2
BE0001208,Interleukin-5,Humans,X04688,P05113,DB01411,1
BE0000908,Eosinophil cationic protein,Humans,X15161,P12724,DB01411; DB02098; DB04272,3
BE0001034,Mucin-2,Humans,L21998,Q02817,DB01411,1
BE0004811,Magnesium cation,Humans,-,-,DB01422,1
BE0004908,"cAMP-specific 3',5'-cyclic phosphodiesterase 3",Humans,-,-,DB01427,1
BE0000443,"25-hydroxyvitamin D-1 alpha hydroxylase, mitochondrial",Humans,AF027152,O15528,DB01436,1
BE0004841,Gamma-hydroxybutyrate (GHB) receptor,Humans,U11053,Q9HAB3,DB01440,1
BE0001063,E3 ubiquitin-protein ligase TRIM13,Humans,AJ224819,O60858,DB01497; DB01548; DB01565,3
BE0001148,Dipeptidase 1,Humans,D13137,P16444,DB01597,1
BE0000997,Atrial natriuretic peptide receptor 2,Humans,AB005647,P20594,DB01613,1
BE0001084,Neutrophil gelatinase-associated lipocalin,Humans,X83006,P80188,DB01631; DB01672; DB01926; DB02710; DB04043; DB04476,6
BE0002815,Ig gamma-1 chain C region,Humans,X83006,P01857,DB01631; DB03740; DB04473; DB04639; DB07371; DB07375; DB07441; DB07672; DB07764; DB07816; DB07881; DB07883; DB07909; DB08294; DB08296; DB08332; DB08377; DB08394; DB08409; DB08410; DB08411; DB08412; DB08562,23
BE0004582,Uridine-cytidine kinase-like 1,Humans,Z19547,Q9NWZ5,DB01632; DB03419; DB03685; DB04137,4
BE0001223,"cGMP-inhibited 3',5'-cyclic phosphodiesterase B",Humans,U38178,Q13370,DB01640; DB01970; DB07954,3
BE0001221,Thymidylate kinase,Humans,X54729,P23919,DB01643; DB03150; DB03195; DB03233; DB03280; DB03666; DB03845; DB04395,8
BE0003728,Nuclear receptor coactivator 1,Humans,U59302,Q15788,DB01645; DB04652; DB06832; DB06875; DB06908; DB06927; DB07009; DB07080; DB07119; DB07150; DB07198; DB07215; DB07230; DB07236; DB07530; DB07557; DB07724; DB08220; DB08231; DB08742; DB08915,21
BE0001111,Cytochrome P450 1B1,Humans,U03688,Q16678,DB01645; DB02342; DB03467; DB04216; DB06732; DB07776,6
BE0001215,m7GpppX diphosphatase,Humans,AY040773,Q96C86,DB01649; DB01960; DB03593; DB03958; DB07642; DB07643; DB07644,7
BE0000957,Eukaryotic translation initiation factor 4E,Humans,M15353,P06730,DB01649; DB01960; DB02716; DB08217,4
BE0001213,Serum amyloid P-component,Humans,D00097,P02743,DB01651; DB07579; DB07580; DB14487; DB14533,5
BE0003531,Chymotrypsinogen B,Humans,BC005385,P17538,DB01662; DB01704; DB01963; DB03976; DB07380; DB07383; DB07668; DB07749; DB07899; DB08119; DB08374; DB08565; DB08566; DB08692; DB08693,15
BE0001739,Trypsin-1,Humans,M22612,P07477,DB01665; DB01705; DB01725; DB01737; DB01741; DB01745; DB01767; DB01771; DB01805; DB01836; DB01876; DB01905; DB01939; DB02063; DB02081; DB02084; DB02112; DB02269; DB02287; DB02288; DB02354; DB02366; DB02435; DB02463; DB02464; DB02526; DB02665; DB02744; DB02812; DB02875; DB02989; DB03016; DB03081; DB03127; DB03136; DB03159; DB03173; DB03213; DB03243; DB03251; DB03337; DB03373; DB03374; DB03417; DB03443; DB03555; DB03595; DB03608; DB03643; DB03865; DB03876; DB03976; DB04008; DB04107; DB04125; DB04215; DB04238; DB04246; DB04269; DB04301; DB04311; DB04325; DB04336; DB04391; DB04410; DB04424; DB04432; DB04442; DB04446; DB04470; DB04563; DB04654; DB04790; DB04791; DB04792; DB04793; DB06840; DB06845; DB06850; DB06853; DB06855; DB06858; DB06918; DB06923; DB07088; DB07091; DB07095; DB07131; DB07229; DB07368; DB07491; DB07985; DB08184; DB08254; DB08420; DB08763; DB12598,97
BE0004526,Follistatin,Humans,AF177214,P19883,DB01666,1
BE0000605,"Isobutyryl-CoA dehydrogenase, mitochondrial",Humans,AF126245,Q9UKU7,DB01675; DB03147,2
BE0004531,Fumarylacetoacetase,Humans,M55905,P16930,DB01677; DB01762; DB01832,3
BE0004462,Phosphoglycerate mutase 2,Humans,AL133293,P15259,DB01681; DB04510,2
BE0002148,Prolyl endopeptidase,Humans,X74496,P48147,DB01684; DB03382; DB03535; DB03864; DB07148; DB08738; DB08739,7
BE0001260,"Thymidine kinase, cytosolic",Humans,K02581,P04183,DB01692; DB02452,2
BE0001242,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 1,Humans,AB029396,Q9P2W7,DB01694; DB03435,2
BE0001288,Triggering receptor expressed on myeloid cells 1,Humans,AF196329,Q9NP99,DB01694,1
BE0002501,Probable ATP-dependent RNA helicase DDX6,Humans,BC065007,P26196,DB01694,1
BE0002503,Hypoxia-inducible factor 1-alpha inhibitor,Humans,AF395830,Q9NWT6,DB01694; DB08263,2
BE0004525,V-type proton ATPase subunit C 1,Humans,AE000511,P21283,DB01694; DB09552,2
BE0003844,Triosephosphate isomerase,Humans,M10036,P60174,DB01695; DB02726; DB03026; DB03132; DB03135; DB03314; DB03379; DB04326; DB04447; DB04510; DB07387; DB11638; DB14487; DB14533,14
BE0003074,Carbonyl reductase [NADPH] 1,Humans,J04056,P16152,DB01698; DB02709; DB03394; DB03556; DB04216; DB04463; DB11672; DB14635,8
BE0000886,Bile salt sulfotransferase,Humans,L20000,Q06520,DB01708; DB01812; DB02854; DB04445,4
BE0001264,Sulfotransferase family cytosolic 2B member 1,Humans,U92314,O00204,DB01708; DB01812; DB02789; DB03309,4
BE0004460,Beta-enolase,Humans,L01654,P13929,DB01709; DB01819; DB02726; DB03645,4
BE0004467,Myoglobin,Humans,L01654,P02144,DB01710; DB02073; DB02379; DB02528,4
BE0004477,"Adenylate kinase 2, mitochondrial",Humans,M88104,P54819,DB01717,1
BE0004536,Adenylate kinase 8,Humans,M88104,Q96MA6,DB01717,1
BE0001262,Adenylate kinase isoenzyme 1,Humans,J04809,P00568,DB01717,1
BE0004504,"Aconitate hydratase, mitochondrial",Humans,D73443,Q99798,DB01727; DB03964; DB04072; DB04351; DB04562,5
BE0004527,"Isocitrate dehydrogenase [NADP], mitochondrial",Humans,D73443,P48735,DB01727; DB13874,2
BE0001251,Isocitrate dehydrogenase [NADP] cytoplasmic,Humans,AF020038,O75874,DB01727; DB03461; DB14568,3
BE0002513,Wiskott-Aldrich syndrome protein,Humans,U12707,P42768,DB01731,1
BE0000088,Pyruvate kinase PKM,Humans,M23725,P14618,DB01733; DB02726; DB07628; DB07692; DB07697; DB11638,6
BE0003767,S-phase kinase-associated protein 1,Humans,U33760,P63208,DB01750; DB06980; DB06981; DB06982; DB07950,5
BE0001144,Protein-L-isoaspartate(D-aspartate) O-methyltransferase,Humans,M93008,P22061,DB01752,1
BE0000865,Phenylethanolamine N-methyltransferase,Humans,J03727,P11086,DB01752; DB03468; DB03824; DB04273; DB07597; DB07739; DB07747; DB07798; DB07906; DB08128; DB08129; DB08550; DB08631; DB08654,14
BE0004446,Protein arginine N-methyltransferase 3,Humans,AE000512,O60678,DB01752,1
BE0004597,Protein arginine N-methyltransferase 1,Humans,X01416,Q99873,DB01752,1
BE0002524,Histone-lysine N-methyltransferase SETD7,Humans,AF448510,Q8WTS6,DB01752,1
BE0004441,Diphthine synthase,Humans,BX842574,Q9H2P9,DB01752,1
BE0004586,Catechol O-methyltransferase domain-containing protein 1,Humans,U30501,Q86VU5,DB01752; DB03179; DB03923,3
BE0004438,Ribose-5-phosphate isomerase,Humans,AP008226,P49247,DB01756,1
BE0004320,Epididymal-specific lipocalin-9,Humans,AY301270,Q8WX39,DB01760; DB02924; DB03087; DB03711; DB04512,5
BE0003739,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1,Humans,U49070,Q13526,DB01766; DB06867,2
BE0001065,Glycogen synthase kinase-3 beta,Humans,L33801,P49841,DB01772; DB01793; DB01950; DB02010; DB02052; DB03444; DB04014; DB04395; DB07014; DB07058; DB07149; DB07584; DB07585; DB07676; DB07812; DB07859; DB07947; DB08073; DB12010; DB12129; DB14507; DB14508,22
BE0003491,Insulin,Humans,AJ009655,P01308,DB01776; DB08231; DB14487; DB14533,4
BE0004570,14-3-3 protein epsilon,Humans,L01654,P62258,DB01780; DB12695,2
