,name,organism,GenBank_ID,UniProt_ID,drugs,drugs_num
BE0001143,Sodium channel protein type 9 subunit alpha,Humans,X82835,Q15858,DB00281; DB00909; DB06201; DB06218,4
BE0000767,Epidermal growth factor receptor,Humans,X00588,P00533,DB00281; DB00317; DB00530; DB01259; DB05294; DB08916; DB09330; DB11828; DB11963; DB12010; DB12267,11
BE0002083,Sodium channel protein type 4 subunit alpha,Humans,M81758,P35499,DB00281; DB00586; DB00818; DB00909; DB01195; DB13154,6
BE0000776,Farnesyl pyrophosphate synthase,Humans,J05262,P14324,DB00282; DB00399; DB00630; DB00710; DB00884,5
BE0004801,Hydroxylapatite,Humans,-,-,DB00282; DB00399; DB00630; DB00710; DB00720; DB00884; DB01077; DB01133; DB05260,9
BE0000837,"Maltase-glucoamylase, intestinal",Humans,AF016833,O43451,DB00284; DB00491,2
BE0002639,Pancreatic alpha-amylase,Humans,M18785,P04746,DB00284; DB03088,2
BE0000876,Lysosomal alpha-glucosidase,Humans,Y00839,P10253,DB00284; DB00491,2
BE0001176,"Sucrase-isomaltase, intestinal",Humans,X63597,P14410,DB00284; DB00747,2
BE0000610,Prostaglandin F2-alpha receptor,Humans,L24470,P43088,DB00287; DB00654; DB00905; DB01160; DB08819; DB11660,6
BE0000422,Annexin A1,Humans,BC001275,P04083,DB00288; DB00591; DB00741; DB01234; DB14539; DB14540; DB14541; DB14542; DB14543; DB14544,10
BE0004956,NMDA receptor,Humans,D13515,Q05586,DB00289; DB00312; DB00418; DB00874; DB00996; DB01174; DB01708; DB04896; DB11823,9
BE0001028,G protein-activated inward rectifier potassium channel 1,Humans,U39196,P48549,DB00289; DB01159,2
BE0000324,Thymidylate synthase,Humans,X02308,P04818,DB00293; DB00322; DB00432; DB00440; DB00441; DB00544; DB00642; DB01101; DB06813; DB09256; DB09327,11
BE0000557,Progesterone receptor,Humans,X51730,P06401,DB00294; DB00304; DB00351; DB00367; DB00378; DB00396; DB00421; DB00431; DB00588; DB00603; DB00648; DB00717; DB00764; DB00823; DB00834; DB00957; DB01395; DB01406; DB01428; DB06713; DB06789; DB08867; DB08906; DB09123; DB09124; DB09389; DB11219; DB11619; DB13867; DB14512,30
BE0004024,Lymphocyte antigen 96,Humans,AB018549,Q9Y6Y9,DB00295; DB00333; DB03017,3
BE0000064,Prostaglandin E2 receptor EP1 subtype,Humans,L22647,P34995,DB00297; DB00429; DB00770; DB00905; DB00917; DB01088,6
BE0000211,Plasminogen,Humans,X05199,P00747,DB00302; DB00513,2
BE0000303,Voltage-dependent L-type calcium channel subunit beta-1,Humans,M92303,Q02641,DB00308; DB00381; DB00393; DB00653; DB00661; DB04855,6
BE0000679,Voltage-dependent calcium channel gamma-1 subunit,Humans,L07738,Q06432,DB00308; DB00343; DB00528; DB00653; DB01054; DB04842,6
BE0000154,Potassium channel subfamily K member 1,Humans,U33632,O00180,DB00308; DB00908; DB01346,3
BE0000680,Potassium channel subfamily K member 6,Humans,AF134149,Q9Y257,DB00308; DB00908,2
BE0000462,Potassium voltage-gated channel subfamily H member 6,Humans,AF311913,Q9H252,DB00308; DB00590; DB01110; DB01162,4
BE0000699,Potassium voltage-gated channel subfamily H member 7,Humans,AF032897,Q9NS40,DB00308; DB00590; DB01110; DB01162,4
BE0000026,Tubulin beta-1 chain,Humans,AJ292757,Q9H4B7,DB00309; DB01229; DB01248; DB01394; DB06772; DB08871,6
BE0000881,Histone deacetylase 9,Humans,AY032737,Q9UKV0,DB00313,1
BE0004901,Sodium channel protein,Humans,AF225985,P35498,DB00313; DB05541; DB13269,3
BE0002194,Fatty-acid amide hydrolase 1,Humans,U82535,O00519,DB00316; DB00599; DB12010,3
BE0001039,High affinity nerve growth factor receptor,Humans,M23102,P04629,DB00321; DB00619; DB08896; DB12010; DB14723,5
BE0003605,BDNF/NT-3 growth factors receptor,Humans,U12140,Q16620,DB00321; DB11823; DB12010; DB14723,4
BE0000897,Potassium voltage-gated channel subfamily KQT member 2,Humans,D82346,O43526,DB00321; DB00586; DB00939; DB04953,4
BE0000146,Histamine H4 receptor,Humans,AB044934,Q9H3N8,DB00321; DB00363; DB00408; DB00477; DB00543; DB01142; DB05381; DB06148,8
BE0000156,Sigma non-opioid intracellular receptor 1,Humans,U75283,Q99720,DB00321; DB00409; DB00514; DB00652; DB00907; DB01708; DB06174; DB11186,8
BE0002398,Potassium voltage-gated channel subfamily KQT member 3,Humans,AF071491,O43525,DB00321; DB00586; DB00939; DB04953,4
BE0004890,Muscarinic acetylcholine receptor,Humans,X52068,P11229,DB00321; DB00454; DB00543; DB00555; DB00568; DB00726; DB01221; DB11855,8
BE0009629,HERG human cardiac K+ channel,Humans,-,-,DB00321,1
BE0000556,Atrial natriuretic peptide receptor 1,Humans,X15357,P16066,DB00325; DB00727; DB00883; DB01612; DB01613,5
BE0001640,"Phospholipase A2, membrane associated",Humans,M22430,P14555,DB00328; DB00586; DB03017,3
BE0003560,Prostaglandin reductase 2,Humans,AY346133,Q8N8N7,DB00328,1
BE0003561,Prostaglandin D2 receptor 2,Humans,AB008535,Q9Y5Y4,DB00328; DB00605; DB00770; DB00917; DB01088; DB12789,6
BE0004958,5-hydroxytryptamine receptor 1,Humans,M28269,P08908,DB00334; DB01221,2
BE0008668,GABA-A receptor (benzodiazepine site),Humans,X13584,P14867,DB00334; DB00555,2
BE0002386,Serine/threonine-protein kinase mTOR,Humans,L34075,P42345,DB00337; DB00877; DB01590; DB12010,4
BE0000695,Peptidyl-prolyl cis-trans isomerase FKBP1A,Humans,M34539,P62942,DB00337; DB00864; DB00877,3
BE0003721,Aryl hydrocarbon receptor,Humans,D16354,P35869,DB00338; DB00379; DB00393; DB00499; DB01076; DB01097; DB02709; DB08995; DB11577; DB12328,10
BE0000483,Voltage-dependent T-type calcium channel subunit alpha-1G,Humans,AF134986,O43497,DB00347; DB00568; DB00593; DB00661; DB00909; DB04841; DB05246; DB09061,8
BE0000455,4-hydroxyphenylpyruvate dioxygenase,Humans,U29895,P32754,DB00348,1
BE0000270,Renin,Humans,L00073,P00797,DB00350; DB09026,2
BE0000553,Calcium-activated potassium channel subunit alpha-1,Humans,U13913,Q12791,DB00356; DB00436; DB00774; DB00999; DB01003; DB01110; DB01119; DB01159; DB04209,9
BE0003537,"Cholesterol side-chain cleavage enzyme, mitochondrial",Humans,M14565,P05108,DB00357,1
BE0000130,Hemoglobin subunit alpha,Humans,J00153,P69905,DB00358; DB06154; DB09146; DB14487; DB14488; DB14489; DB14490; DB14491; DB14501; DB14533,10
BE0000121,Tryptophan 5-hydroxylase 1,Humans,X52836,P17752,DB00360; DB12095,2
BE0000143,Tubulin beta chain,Humans,J00314,P07437,DB00361; DB00541; DB00570; DB01179; DB01394; DB11641,6
BE0000666,Neuron-specific vesicular protein calcyon,Humans,AF225903,Q9NYX4,DB00363; DB00714; DB00831,3
BE0003848,Nuclear receptor subfamily 1 group I member 3,Humans,Z30425,Q14994,DB00366; DB00737; DB00836; DB01026; DB01620; DB01708; DB02709; DB04540; DB04824; DB08604,10
BE0000539,3-oxo-5-alpha-steroid 4-dehydrogenase 1,Humans,M32313,P18405,DB00367; DB01126; DB01216; DB09389,4
BE0001012,Beta-3 adrenergic receptor,Humans,M29932,P13945,DB00368; DB00571; DB00871; DB00938; DB00960; DB00983; DB01001; DB01064; DB01102; DB01288; DB01407; DB01580; DB04846; DB06262; DB08893,15
BE0005582,5HT3 serotonin receptor,Humans,S42168,Q9UE69,DB00370,1
BE0000475,Prostacyclin receptor,Humans,L29016,P43119,DB00374; DB01088; DB01160; DB01240; DB11362,5
BE0002425,DNA topoisomerase 2-beta,Humans,X68060,Q02880,DB00380; DB00694; DB00773,3
BE0002226,Voltage-dependent N-type calcium channel subunit alpha-1B,Humans,M94172,Q00975,DB00381; DB00661; DB00996; DB01202,4
BE0003563,Voltage-dependent calcium channel subunit alpha-2/delta-3,Humans,AJ272268,Q8IZS8,DB00381; DB06712,2
BE0000973,Sphingomyelin phosphodiesterase,Humans,M59916,P17405,DB00381; DB00477; DB01151,3
BE0000012,Voltage-dependent T-type calcium channel subunit alpha-1I,Humans,AF129133,Q9P0X4,DB00381; DB00568; DB00617; DB00661; DB00909; DB04841; DB06152; DB09061,8
BE0009351,Voltage-dependent N-type calcium channel,Humans,-,-,DB00381,1
BE0000497,Amiloride-sensitive sodium channel subunit gamma,Humans,X87160,P51170,DB00384; DB00594,2
BE0000190,Amiloride-sensitive sodium channel subunit alpha,Humans,X76180,P37088,DB00384; DB00594,2
BE0000024,Amiloride-sensitive sodium channel subunit beta,Humans,X87159,P51168,DB00384; DB00594,2
BE0000495,Amiloride-sensitive sodium channel subunit delta,Humans,U38254,P51172,DB00384; DB00594,2
BE0000507,Thyroid peroxidase,Humans,J02969,P07202,DB00389; DB00509; DB00550; DB00763; DB08604; DB11085; DB11496,7
BE0000732,Sodium/potassium-transporting ATPase subunit alpha-1,Humans,D00099,P05023,DB00390; DB00511; DB00774; DB00903; DB01021; DB01078; DB01092; DB01119; DB01158; DB01188; DB01244; DB01396; DB01430; DB13996; DB14499; DB14517; DB14518,17
BE0002357,Voltage-dependent L-type calcium channel subunit alpha-1F,Humans,AJ006216,O60840,DB00393; DB00568; DB00661; DB04855; DB04920,5
BE0002358,Voltage-dependent L-type calcium channel subunit beta-3,Humans,X76555,P54284,DB00393; DB00661; DB04855,3
BE0002356,Voltage-dependent L-type calcium channel subunit beta-4,Humans,U95020,O00305,DB00393; DB00661; DB04855,3
BE0000668,Mineralocorticoid receptor,Humans,M16801,P08235,DB00393; DB00396; DB00421; DB00588; DB00624; DB00687; DB00700; DB01023; DB01395; DB06780; DB08906; DB13867; DB13943; DB13944; DB13946,15
BE0000634,Serine/threonine-protein kinase B-raf,Humans,M95712,P15056,DB00398; DB08881; DB08896; DB08912; DB11718; DB12010,6
BE0000036,RAF proto-oncogene serine/threonine-protein kinase,Humans,X03484,P04049,DB00398; DB08896; DB08912; DB12010,4
BE0000023,Vascular endothelial growth factor receptor 3,Humans,X69878,P35916,DB00398; DB01268; DB06589; DB06626; DB08896; DB09078; DB09079; DB12010,8
BE0000369,Vascular endothelial growth factor receptor 2,Humans,AF035121,P35968,DB00398; DB01268; DB06589; DB06595; DB06626; DB08875; DB08896; DB08901; DB09078; DB09079; DB12010; DB12147,12
BE0000147,Receptor-type tyrosine-protein kinase FLT3,Humans,U02687,P36888,DB00398; DB01268; DB06595; DB08901; DB09079; DB12010; DB12141; DB12267,8
BE0000205,Platelet-derived growth factor receptor beta,Humans,J03278,P09619,DB00398; DB00619; DB01254; DB01268; DB06589; DB06595; DB08896; DB12010; DB12147,9
BE0000453,Mast/stem cell growth factor receptor Kit,Humans,X06182,P10721,DB00398; DB00619; DB01254; DB01268; DB04868; DB06589; DB06595; DB08896; DB08901; DB09078; DB12010; DB12147,12
BE0002131,Fibroblast growth factor receptor 1,Humans,X51803,P11362,DB00398; DB08896; DB08901; DB09078; DB09079; DB12010; DB12147,7
BE0002411,Proto-oncogene tyrosine-protein kinase receptor Ret,Humans,X12949,P07949,DB00398; DB05294; DB08875; DB08896; DB08901; DB12010,6
BE0000029,Vascular endothelial growth factor receptor 1,Humans,X51602,P17948,DB00398; DB01268; DB06589; DB06626; DB08896; DB09078; DB09079; DB12010,8
BE0003570,Geranylgeranyl pyrophosphate synthase,Humans,AB017971,O95749,DB00399,1
BE0004660,"Keratin, type I cytoskeletal 12",Humans,U38534,Q99456,DB00400; DB11157,2
BE0004688,5-hydroxytryptamine receptor 5A,Humans,D49394,P47898,DB00408; DB06216,2
BE0001018,Solute carrier family 15 member 1,Humans,U13173,P46059,DB00415; DB00417; DB00493; DB00713; DB01053; DB01212; DB03793; DB09213,8
BE0001134,Solute carrier family 15 member 2,Humans,S78203,Q16348,DB00415; DB00493; DB00713; DB01053,4
BE0003379,Angiopoietin-1 receptor,Humans,L06139,Q02763,DB00415; DB05294; DB08896; DB08901; DB12010,5
BE0000477,Ceramide glucosyltransferase,Humans,D50840,Q16739,DB00419; DB09039,2
BE0003542,"Cytochrome P450 11B2, mitochondrial",Humans,X54741,P19099,DB00421,1
BE0004886,17alpha-hydroxylase,Humans,-,-,DB00421,1
BE0004885,"17,20-desmolase",Humans,-,-,DB00421,1
BE0004911,Dihydrotestosterone receptor,Humans,-,-,DB00421,1
BE0001045,"Solute carrier family 2, facilitated glucose transporter member 2",Humans,J03810,P11168,DB00428,1
BE0005827,Bifunctional protein NCOAT,Humans,AE015928,O60502,DB00428,1
BE0000433,Glycine receptor subunit alpha-1,Humans,X52009,P23415,DB00431; DB00572; DB00753; DB01028; DB01159; DB01189; DB01236; DB01956; DB03929; DB09061; DB14487; DB14533,12
BE0000745,Glycine receptor subunit alpha-2,Humans,X52008,P23416,DB00431; DB01956,2
BE0000414,Glycine receptor subunit alpha-3,Humans,AF017724,O75311,DB00431; DB01956; DB09061,3
BE0000055,Glycine receptor subunit beta,Humans,U33267,P48167,DB00431,1
BE0000419,Solute carrier family 12 member 3,Humans,U44128,P55017,DB00436; DB00524; DB00562; DB00808; DB00880; DB00999; DB01021; DB01119; DB01324; DB01325,10
BE0002204,Xanthine dehydrogenase/oxidase,Humans,D11456,P47989,DB00437; DB00583; DB03147; DB04854,4
BE0000637,UMP-CMP kinase,Humans,AF070416,P30085,DB00441,1
BE0000531,Chromodomain-helicase-DNA-binding protein 1,Humans,AF006513,O14646,DB00445,1
BE0000929,Complement decay-accelerating factor,Humans,M31516,P08174,DB00446,1
BE0003474,Microtubule-associated protein tau,Humans,BN000503,P10636,DB00448; DB00637; DB01229; DB01248,4
BE0003576,Integrin alpha-V,Humans,M14648,P06756,DB00451,1
BE0001155,Integrin beta-3,Humans,J02703,P05106,DB00451; DB00775; DB02709,3
BE0000919,C-X-C chemokine receptor type 4,Humans,L01639,P61073,DB00452; DB06809,2
BE0005191,Potassium voltage-gated channel subfamily H member 1,Humans,L41147,O95259,DB00458; DB00637,2
BE0000866,Platelet glycoprotein IX,Humans,X52997,P14770,DB00468,1
BE0000061,Cannabinoid receptor 1,Humans,X54937,P21554,DB00470; DB00486; DB06155; DB09061,4
BE0000095,Cannabinoid receptor 2,Humans,X74328,P34972,DB00470; DB00486; DB06202; DB09061,4
BE0000705,Cysteinyl leukotriene receptor 1,Humans,AF119711,Q9Y271,DB00471; DB00549; DB00716,3
BE0004552,Cyclin-dependent kinases regulatory subunit 1,Humans,M81778,P61024,DB00472,1
BE0004881,5-hydroxytryptamine 2 receptor,Humans,S42168,P28223,DB00477,1
BE0000418,Calmodulin,Humans,J04046,P0DP23,DB00477; DB00527; DB00622; DB00623; DB00753; DB00831; DB00836; DB00850; DB00925; DB01023; DB01065; DB01069; DB01100; DB01115; DB01244; DB04825; DB04841; DB11093; DB11348; DB13800; DB14481,21
BE0004879,alpha1-acid glycoprotein,Humans,X02544,P02763,DB00477; DB01041,2
BE0004755,Protein cereblon,Humans,V00355,Q96SW2,DB00480; DB01041; DB08910,3
BE0003517,Tumor necrosis factor ligand superfamily member 11,Humans,AF013171,O14788,DB00480,1
BE0003403,Cadherin-5,Humans,X79981,P33151,DB00480,1
BE0008982,Serpin B9,Humans,AB006590,P50453,DB00481,1
BE0008981,Trefoil factor 1,Humans,AB006590,P04155,DB00481,1
BE0001193,3-phosphoinositide-dependent protein kinase 1,Humans,AF017995,O15530,DB00482; DB12010,2
BE0002369,ATP-binding cassette sub-family B member 5,Humans,AY090613,Q2M3G0,DB00482,1
BE0001067,ATP-binding cassette sub-family G member 2,Humans,AF103796,Q9UNQ0,DB00482; DB11995,2
BE0001032,Multidrug resistance protein 1,Humans,M14758,P08183,DB00482; DB00778; DB00813; DB09031,4
BE0004698,Neutral alpha-glucosidase AB,Humans,Y00839,Q14697,DB00491,1
BE0004699,Neutral alpha-glucosidase C,Humans,Y00839,Q8TET4,DB00491,1
BE0001066,Solute carrier family 22 member 6,Humans,AF057039,Q4U2R8,DB00493; DB01032; DB01212,3
BE0003645,Solute carrier family 22 member 8,Humans,AF097491,Q8TCC7,DB00493; DB01032; DB01053; DB01212; DB11995,5
BE0000879,Solute carrier family 22 member 11,Humans,AB026116,Q9NSA0,DB00493; DB01032; DB01212; DB11560,4
BE0003646,Solute carrier family 22 member 7,Humans,AF097518,Q9Y694,DB00493,1
BE0002449,Telomerase reverse transcriptase,Humans,AF015950,O14746,DB00495,1
BE0004899,Kappa-type opioid receptor 2b,Humans,-,-,DB00497,1
BE0003478,Melanin-concentrating hormone receptor 1,Humans,U71092,Q99705,DB00502,1
BE0001088,Tissue-type plasminogen activator,Humans,L00153,P00750,DB00513; DB01088; DB09213,3
BE0001283,Apolipoprotein(a),Humans,X06290,P08519,DB00513,1
BE0000290,"HCG20471, isoform CRA_c",Humans,AL450283,Q5T1J1,DB00514; DB00704,2
BE0004896,Membrane-associated progesterone receptor component 1,Humans,X70697,O00264,DB00514,1
BE0004904,NADPH oxidase,Humans,U11053,P04839,DB00514,1
BE0008954,DNA-3-methyladenine glycosylase,Humans,-,P29372,DB00515; DB14487; DB14533,3
BE0000910,Alpha-2-macroglobulin,Humans,M11313,P01023,DB00515; DB12965; DB14487; DB14533,4
BE0000510,Serotransferrin,Humans,M12530,P02787,DB00515; DB00677; DB14487; DB14488; DB14489; DB14490; DB14491; DB14501; DB14517; DB14518; DB14533,11
BE0002833,Copper transport protein ATOX1,Humans,U70660,O00244,DB00515; DB02772,2
BE0001340,Tubulin alpha-1A chain,Humans,X01703,Q71U36,DB00518; DB00570; DB00643,3
BE0001367,Tubulin beta-4B chain,Humans,X02344,P68371,DB00518; DB00643,2
BE0000970,Insulin-like growth factor-binding protein 3,Humans,M31159,P17936,DB00523,1
BE0008996,Pregnancy-specific beta-1-glycoprotein 5,Humans,M31159,Q15238,DB00523,1
BE0009043,Cytochrome P450 26C1,Humans,M31159,Q6V0L0,DB00523; DB00755,2
BE0001046,Elastin,Humans,M17282,P15502,DB00533,1
BE0004897,Sigma receptor,Humans,M30625,O00264,DB00540; DB01104,2
BE0001391,Tubulin alpha-4A chain,Humans,X06956,P68366,DB00541; DB01179; DB06772,3
BE0003610,3-oxo-5-beta-steroid 4-dehydrogenase,Humans,Z28339,P51857,DB00548; DB01216,2
BE0000585,3-oxo-5-alpha-steroid 4-dehydrogenase 2,Humans,M74047,P31213,DB00548; DB01126; DB01216,3
BE0002214,Adenosine deaminase,Humans,X02994,P00813,DB00552; DB00975,2
BE0009300,Voltage-dependent R-type calcium channel subunit alpha-1E,Humans,M31822,Q15878,DB00555,1
BE0002081,Sodium channel protein type 2 subunit alpha,Humans,M94055,Q99250,DB00555; DB00818; DB00909,3
BE0000521,Endothelin-1 receptor,Humans,S63938,P25101,DB00559; DB00945; DB06268; DB06403; DB08932,5
BE0000043,Endothelin B receptor,Humans,M74921,P24530,DB00559; DB06268; DB06403; DB08932,4
BE0003582,Potassium channel subfamily K member 3,Humans,AF006823,O14649,DB00561; DB01159,2
BE0003583,Potassium channel subfamily K member 9,Humans,AF212829,Q9NPC2,DB00561; DB01159,2
BE0002437,Carbonic anhydrase 9,Humans,X66839,Q16790,DB00562; DB00774; DB00909; DB09460,4
BE0001653,Carbonic anhydrase 12,Humans,AF051882,O43570,DB00562; DB00774; DB00819; DB00909,4
BE0004808,Lead,Humans,-,-,DB00566; DB00974; DB14600,3
BE0004814,Mercury,Humans,-,-,DB00566; DB06782,2
BE0004802,Cadmium,Humans,-,-,DB00566; DB06782,2
BE0004813,Arsenic,Humans,-,-,DB00566; DB06782,2
BE0003711,Tubulin delta chain,Humans,AF201333,Q9UJT1,DB00570,1
BE0003713,Tubulin gamma-1 chain,Humans,M61764,P23258,DB00570,1
BE0003712,Tubulin epsilon chain,Humans,AF201334,Q9UJT0,DB00570,1
BE0001040,Transcription factor AP-1,Humans,J04111,P05412,DB00570; DB01029; DB01169,3
BE0000757,Solute carrier family 22 member 4,Humans,AB007448,Q9H015,DB00583,1
BE0000106,Solute carrier family 22 member 5,Humans,AF057164,O76082,DB00583,1
BE0000496,Carnitine O-acetyltransferase,Humans,X78706,P43155,DB00583,1
BE0000097,Mitochondrial carnitine/acylcarnitine carrier protein CACL,Humans,BX247983,Q8N8R3,DB00583,1
BE0000579,Mitochondrial carnitine/acylcarnitine carrier protein,Humans,Y10319,O43772,DB00583,1
BE0000373,Peroxisomal carnitine O-octanoyltransferase,Humans,AF168793,Q9UKG9,DB00583,1
BE0000179,"Carnitine O-palmitoyltransferase 2, mitochondrial",Humans,U09648,P23786,DB00583; DB01074,2
BE0000406,"Carnitine O-palmitoyltransferase 1, liver isoform",Humans,L39211,P50416,DB00583; DB01016; DB01074,3
BE0000353,Acid-sensing ion channel 1,Humans,U78180,P78348,DB00586; DB00594,2
BE0000657,Cytosolic phospholipase A2,Humans,M72393,P47712,DB00588; DB13867,2
BE0001170,Annexin A2,Humans,D00017,P07355,DB00591,1
BE0003201,Annexin A3,Humans,M20560,P12429,DB00591; DB09095,2
BE0008969,Annexin A4,Humans,M20560,P09525,DB00591,1
BE0004149,Annexin A5,Humans,M20560,P08758,DB00591,1
BE0000351,Amiloride-sensitive amine oxidase [copper-containing],Humans,M55602,P19801,DB00594,1
BE0000678,Acid-sensing ion channel 2,Humans,U50352,Q16515,DB00594,1
BE0000752,Sodium/hydrogen exchanger 1,Humans,M81768,P19634,DB00594,1
BE0000895,Urokinase-type plasminogen activator,Humans,X02419,P00749,DB00594,1
BE0000084,5-hydroxytryptamine receptor 4,Humans,Y12505,Q13639,DB00604; DB00904; DB01079; DB01233; DB06480,5
BE0001062,Mitogen-activated protein kinase 3,Humans,X60188,P27361,DB00605; DB01169,2
BE0004353,Aldo-keto reductase family 1 member B10,Humans,U37100,O60218,DB00605,1
BE0000229,Sodium/potassium-transporting ATPase subunit gamma,Humans,U50743,P54710,DB00606; DB11590,2
BE0009094,Secreted frizzled-related protein 4,Humans,M83670,Q6FHJ7,DB00606; DB00790,2
BE0000704,Tumor necrosis factor,Humans,M16441,P01375,DB00608; DB00668; DB00852; DB01041; DB01296; DB01407; DB01427; DB05676; DB08910; DB11967; DB13751,11
BE0001171,Toll-like receptor 9,Humans,AF259262,Q9NR96,DB00608; DB01611,2
BE0002436,Histamine N-methyltransferase,Humans,D16224,P50135,DB00613,1
BE0001120,Heat shock protein HSP 90-alpha,Humans,X15183,P07900,DB00615; DB00716,2
BE0001165,Endoplasmin,Humans,M33716,P14625,DB00615,1
BE0003600,BCR/ABL fusion protein isoform X9,Humans,EU216066,A9UF02,DB00619,1
BE0001104,RET proto-oncogene,Humans,AF032124,O43519,DB00619; DB12147,2
BE0000853,Macrophage colony-stimulating factor 1 receptor,Humans,M25786,P07333,DB00619; DB01268; DB12010; DB12147,4
BE0000852,Platelet-derived growth factor receptor alpha,Humans,M21574,P16234,DB00619; DB01268; DB06589; DB06595; DB08896; DB08901; DB12010; DB12147,8
BE0001124,Epithelial discoidin domain-containing receptor 1,Humans,L20817,Q08345,DB00619; DB12010,2
BE0000014,Tyrosine-protein kinase ABL1,Humans,X16416,P00519,DB00619; DB01254; DB04868; DB06616; DB08896; DB08901; DB12010; DB12267,8
BE0003565,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",Humans,U40370,P54750,DB00622; DB01023; DB01244,3
BE0003323,"Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",Humans,U56976,Q01064,DB00622; DB01023; DB01244,3
BE0000836,Hydroxycarboxylic acid receptor 3,Humans,D10923,P49019,DB00627; DB08949,2
BE0000526,Nicotinate-nucleotide pyrophosphorylase [carboxylating],Humans,D78177,Q15274,DB00627,1
BE0000783,Nicotinamide N-methyltransferase,Humans,U08021,P40261,DB00627,1
BE0000980,Tyrosine-protein phosphatase non-receptor type 4,Humans,M68941,P29074,DB00630,1
BE0003567,Receptor-type tyrosine-protein phosphatase S,Humans,U35234,Q13332,DB00630; DB01077,2
BE0003568,Receptor-type tyrosine-protein phosphatase epsilon,Humans,X54134,P23469,DB00630,1
BE0003569,V-type proton ATPase catalytic subunit A,Humans,L09235,P38606,DB00630; DB01077; DB01133,3
BE0000354,Adenosine receptor A3,Humans,L20463,P0DMS8,DB00640; DB00824; DB01223; DB12010,4
BE0001041,Integrin beta-2,Humans,M15395,P05107,DB00641,1
BE0001240,Bifunctional purine biosynthesis protein PURH,Humans,U37436,P31939,DB00642,1
BE0000882,Trifunctional purine biosynthetic protein adenosine-3,Humans,X54199,P22102,DB00642,1
BE0000731,"Cytochrome P450 11B1, mitochondrial",Humans,M32879,P15538,DB00648; DB01011,2
BE0000242,"Adrenodoxin, mitochondrial",Humans,M23668,P10109,DB00648,1
BE0002353,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",Humans,Z46632,Q08493,DB00651; DB01088; DB01656; DB05219,4
BE0000706,"High affinity cAMP-specific 3',5'-cyclic phosphodiesterase 7A",Humans,L12052,Q13946,DB00651,1
BE0000627,"cAMP-specific 3',5'-cyclic phosphodiesterase 7B",Humans,AB038040,Q9NP56,DB00651,1
BE0004852,Glutamate (NMDA) receptor,Humans,D13515,Q05586,DB00659; DB01043; DB09409; DB13146,4
BE0001192,Metabotropic glutamate receptor 5,Humans,D28538,P41594,DB00659; DB06201,2
BE0000356,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,Humans,AF004884,O00555,DB00661; DB00836; DB01244,3
BE0000384,Substance-P receptor,Humans,S62045,P25103,DB00673; DB01221; DB09048,3
BE0004661,Acetylcholine receptor subunit alpha,Humans,M55040,P02708,DB00674,1
BE0004662,Acetylcholine receptor subunit beta,Humans,M55040,P11230,DB00674,1
BE0004663,Acetylcholine receptor subunit delta,Humans,M55040,Q07001,DB00674,1
BE0004664,Acetylcholine receptor subunit gamma,Humans,M55040,P07510,DB00674,1
BE0004665,Acetylcholine receptor subunit epsilon,Humans,M55040,Q04844,DB00674,1
BE0004877,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",Humans,AB006590,Q15125,DB00675,1
BE0004895,Protein kinase C,Humans,X52479,P17252,DB00675,1
BE0001015,Fibroblast growth factor 2,Humans,X04431,P09038,DB00686; DB00877,2
BE0000689,Fibroblast growth factor 1,Humans,M13361,P05230,DB00686; DB01025; DB06589,3
BE0000326,Fibroblast growth factor 4,Humans,J02986,P08620,DB00686,1
BE0000982,Angiotensin-converting enzyme 2,Humans,AF291820,Q9BYF1,DB00691,1
BE0003837,Ig kappa chain V-II region RPMI 6410,Humans,Z00020,P06310,DB00693,1
BE0003580,Nischarin,Humans,AF082516,Q9Y2I1,DB00697; DB09242,2
BE0003629,Carbonic anhydrase 7,Humans,AY075019,P43166,DB00703; DB00819; DB00909; DB01144,4
BE0000099,Cysteinyl leukotriene receptor 2,Humans,AB038269,Q9NS75,DB00716,1
BE0000995,fMet-Leu-Phe receptor,Humans,M37128,P21462,DB00716,1
BE0000296,Prostaglandin D2 receptor,Humans,U31332,Q13258,DB00716,1
BE0000599,ADP/ATP translocase 1,Humans,J02966,P12235,DB00720,1
BE0000709,ADP/ATP translocase 2,Humans,M57424,P05141,DB00720,1
BE0000624,ADP/ATP translocase 3,Humans,J03592,P12236,DB00720,1
BE0004906,Calcium-activated potassium channel,Humans,U13913,Q12791,DB00721; DB09089,2
BE0004891,Phospholipase A2,Humans,-,-,DB00721,1
BE0004917,Lysophospholipase,Humans,-,-,DB00721,1
BE0000155,Toll-like receptor 7,Humans,AF240467,Q9NYK1,DB00724; DB01611,2
BE0003518,Toll-like receptor 8,Humans,BC101077,Q9NR97,DB00724,1
BE0000577,Squalene monooxygenase,Humans,D78130,Q14534,DB00735; DB00857; DB01091,3
BE0002517,tRNA (cytosine(38)-C(5))-methyltransferase,Humans,AF012128,O14717,DB00738,1
BE0004807,Iron,Humans,-,-,DB00746; DB00974; DB01609; DB14600,4
