,name,organism,GenBank_ID,UniProt_ID,drugs,drugs_num
BE0001289,Dihydroneopterin aldolase,Staphylococcus aureus,AJ009655,P56740,DB01778; DB01906; DB02119; DB02489; DB03231; DB03571; DB04168; DB04400; DB04425; DB06906,10
BE0004570,14-3-3 protein epsilon,Humans,L01654,P62258,DB01780; DB12695,2
BE0001097,Mitogen-activated protein kinase 10,Humans,U07620,P53779,DB01782; DB02388; DB03084; DB03623; DB04395; DB06933; DB07010; DB07217; DB08005; DB08010; DB08011; DB08015; DB08021; DB08023; DB08025; DB08026; DB08555; DB12010,18
BE0003789,C-Jun-amino-terminal kinase-interacting protein 1,Humans,AF074091,Q9UQF2,DB01782; DB07218; DB07272; DB07276; DB11157,5
BE0003790,Mitogen-activated protein kinase 8,Humans,L26318,P45983,DB01782; DB07218; DB07268; DB07272; DB07276; DB07845,6
BE0003791,Dual specificity protein kinase TTK,Humans,M86699,P33981,DB01782; DB12010,2
BE0001294,Pantothenate kinase,Escherichia coli (strain K12),M36321,P0A6I3,DB01783; DB01992; DB04395,3
BE0004044,Isopentenyl-diphosphate Delta-isomerase 1,Humans,X17025,Q13907,DB01785,1
BE0004045,4-hydroxy-3-methylbut-2-enyl diphosphate reductase,Escherichia coli (strain K12),AY062212,P62623,DB01785; DB04714,2
BE0001346,Thermolysin,Geobacillus stearothermophilus,M34237,P43133,DB01786; DB01935; DB02325; DB02517; DB02597; DB02655; DB02669; DB03255; DB03308; DB03700; DB03949; DB04569,12
BE0001327,Thiamine-phosphate synthase,Bacillus subtilis (strain 168),X73124,P39594,DB01788; DB02254; DB02885; DB03145; DB03416; DB07782,6
BE0003425,cAMP-dependent protein kinase type I-alpha regulatory subunit,Humans,M18468,P10644,DB01790; DB02315; DB02527; DB05798,4
BE0001370,Diphtheria toxin,Corynephage omega,V01536,P00587,DB01792,1
BE0001413,Cocaine esterase,Rhodococcus sp. (strain MB1 Bresler),AF173165,Q9L9D7,DB01795; DB03793,2
BE0001347,Nicotinate-nucleotide pyrophosphorylase [carboxylating],Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),L07292,P30012,DB01796,1
BE0001336,Nicotinate-nucleotide pyrophosphorylase [carboxylating],Mycobacterium tuberculosis,L07292,P9WJJ7,DB01796; DB02382; DB02746; DB04294,4
BE0001417,Isopentenyl-diphosphate Delta-isomerase,Escherichia coli (strain K12),AF119715,Q46822,DB01799; DB02480; DB03165; DB03366; DB04160; DB04170,6
BE0001352,Tyrosine-protein phosphatase YopH,Yersinia enterocolitica,AF119715,P15273,DB01800; DB08433,2
BE0003195,Arylsulfatase A,Humans,X52151,P15289,DB01800; DB03821,2
BE0002557,NPQTN specific sortase B,Staphylococcus aureus (strain MW2),BA000033,A0A0H3JWX6,DB01803; DB04276,2
BE0004529,Trypsin-2,Humans,M73488,P07478,DB01805; DB01973; DB02325; DB02464; DB03127; DB03976; DB04325; DB04410,8
BE0001377,Subtilisin BPN',Bacillus amyloliquefaciens,K02496,P00782,DB01805; DB01915; DB02325; DB02442; DB03297; DB04491,6
BE0002558,RdmC,Streptomyces purpurascens,U10405,Q54528,DB01806; DB04131,2
BE0001321,Arsenate reductase,Escherichia coli,J02591,P08692,DB01808; DB03289; DB03352; DB04456,4
BE0001424,Tyrosine-protein kinase HCK,Humans,M16591,P08631,DB01809; DB01962; DB04216; DB06616; DB12010,5
BE0001292,Cruzipain,Trypanosoma cruzi,M84342,P25779,DB01810; DB01871; DB02051; DB02128; DB02200; DB03536; DB03573; DB03691; DB04427; DB04502,10
BE0001504,Cathepsin F,Humans,AJ007331,Q9UBX1,DB01810; DB01871; DB02243; DB03536; DB03573; DB03691; DB07913; DB08775,8
BE0000994,Lactotransferrin,Humans,X53961,P02788,DB01811; DB03017; DB03040; DB03485; DB04743; DB06987; DB08439,7
BE0004436,Heparan sulfate glucosamine 3-O-sulfotransferase 1,Humans,X53961,O14792,DB01812,1
BE0001306,Non-secretory ribonuclease,Humans,M30510,P10153,DB01812; DB02098,2
BE0000927,Sulfotransferase 1A1,Humans,L10819,P50225,DB01812; DB04417,2
BE0001541,Heparan sulfate glucosamine 3-O-sulfotransferase 3A1,Humans,AF105376,Q9Y663,DB01812; DB02264; DB03959; DB03981; DB04272,5
BE0002559,Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 1,Humans,U18918,P52848,DB01812,1
BE0002560,Holo-[acyl-carrier-protein] synthase,Streptococcus pneumoniae (strain ATCC BAA-255 / R6),AF276617,P0A2W7,DB01812,1
BE0002561,Sulfotransferase family cytosolic 1B member 1,Humans,D89479,O43704,DB01812,1
BE0002016,Branched-chain-amino-acid aminotransferase,Escherichia coli (strain K12),X02413,P0AB80,DB01813; DB03553; DB03993; DB04063,4
BE0001396,Histidinol-phosphate aminotransferase,Escherichia coli (strain K12),X03416,P06986,DB01813; DB02142; DB03997,3
BE0001326,Ferrichrome-iron receptor,Escherichia coli (strain K12),M12486,P06971,DB01814; DB02379; DB02415; DB02613; DB02626; DB02700; DB02724; DB02767; DB02865; DB02907; DB03017; DB03111; DB03548; DB03574; DB04039; DB04160; DB04220; DB04526; DB08231,19
BE0001350,Transaldolase B,Shigella flexneri,AE005674,P0A872,DB01815,1
BE0001345,"Glucan 1,3-beta-glucosidase",Yeast,X56556,P29717,DB01816,1
BE0001351,L-asparaginase 2,Escherichia coli (strain K12),M34277,P00805,DB01817,1
BE0004482,Mannose-binding protein C,Humans,M34277,P11226,DB01818; DB01979; DB02837; DB03194; DB03721; DB03879; DB04426,7
BE0002004,"Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive",Escherichia coli (strain K12),J01591,P0AB91,DB01819; DB02726,2
BE0001394,2-dehydro-3-deoxyphosphooctonate aldolase,Shigella flexneri,AE005674,P0A716,DB01819; DB02433; DB03113; DB03936,4
BE0002562,Capsule biosynthesis protein,Neisseria meningitidis,U40740,Q57265,DB01819; DB02787; DB03499,3
BE0000906,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]",Humans,L05144,P35558,DB01819; DB02008; DB03267; DB03725,4
BE0001721,Phospho-2-dehydro-3-deoxyheptonate aldolase,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),AE000512,Q9WYH8,DB01819; DB03937,2
BE0001405,Queuine tRNA-ribosyltransferase,Zymomonas mobilis subsp. mobilis (strain ATCC 31821 / ZM4 / CP4),L33777,P28720,DB01825; DB02041; DB02441; DB02599; DB03074; DB03304; DB03505; DB03780; DB04004; DB04169; DB04239; DB04543; DB07012; DB07452; DB07481; DB07564; DB07704; DB08267; DB08268; DB08511; DB08512; DB08514,22
BE0002563,Cytochrome c',Rhodobacter capsulatus,M12546,P00147,DB01826,1
BE0002564,Group 1 truncated hemoglobin GlbN,Mycobacterium tuberculosis,M12546,P9WN25,DB01826; DB03317,2
BE0001353,Galectin-3,Humans,M57710,P17931,DB01827; DB04465,2
BE0001338,Ammonia channel,Escherichia coli (strain K12),U40429,P69681,DB01828; DB04147,2
BE0001320,Chloramphenicol acetyltransferase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),AF036933,P26841,DB01829,1
BE0000004,Coagulation factor XIII A chain,Humans,M22001,P00488,DB01839; DB02340; DB11300; DB11311; DB11571; DB11572; DB13151,7
BE0001314,Clavaminate synthase 1,Streptomyces clavuligerus (strain ATCC 27064 / DSM 738 / JCM 4710 / NBRC 13307 / NCIMB 12785 / NRRL 3585 / VKM Ac-602),L06213,Q05581,DB01839; DB01985; DB02475,3
BE0002052,Lactaldehyde reductase,Escherichia coli (strain K12),M31059,P0A9S1,DB01839; DB02059,2
BE0002565,B12-independent glycerol dehydratase,Clostridium butyricum,AY112989,Q8GEZ8,DB01839,1
BE0004496,Inositol-3-phosphate synthase 1,Humans,AY112989,Q9NPH2,DB01840; DB04516; DB09462,3
BE0001393,Neopullulanase 1,Thermoactinomyces vulgaris,D13177,Q60053,DB01841; DB02120; DB02379,3
BE0001371,Cyclomaltodextrin glucanotransferase,Bacillus sp. (strain 1011),M17366,P05618,DB01841; DB02120; DB02379; DB03206,4
BE0001407,"Glucan 1,4-alpha-maltohexaosidase",Bacillus sp. (strain 707),M18862,P19571,DB01841; DB02120; DB02379,3
BE0001386,Alpha-amylase,Bacillus subtilis (strain 168),V00101,P00691,DB01841; DB02120; DB02379,3
BE0002566,Aminoglycoside 2'-N-acetyltransferase,Mycobacterium tuberculosis,D26129,P9WQG9,DB01842; DB01992; DB03615,3
BE0003758,Chymotrypsin-like elastase family member 1,Humans,AF120493,Q9UNI1,DB01844; DB02114; DB02341; DB03202; DB03702; DB03757; DB03890; DB03925; DB06951; DB07433; DB07955; DB07956; DB07957; DB08007; DB08614; DB08640; DB08641,17
BE0001310,Formyl-coenzyme A transferase,Oxalobacter formigenes,U82167,O06644,DB01846; DB01992,2
BE0001298,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,Azotobacter vinelandii,X12455,P10802,DB01846; DB01992; DB08120,3
BE0001323,N-carbamoyl-D-amino acid hydrolase,Agrobacterium sp. (strain KNK712),AB007368,P60327,DB01847; DB03364; DB04058,3
BE0001355,pH-gated potassium channel KcsA,Streptomyces lividans,Z37969,P0A334,DB01851; DB07416; DB08837,3
BE0003836,Ig kappa chain C region,Humans,J00241,P01834,DB01851; DB04688; DB07375; DB07416; DB07441; DB07716; DB07784; DB07882; DB07893; DB07909; DB08289; DB08413; DB08562; DB08647,14
BE0004151,UDP-glucuronosyltransferase 3A1,Humans,AK057066,Q6NUS8,DB01852; DB04216,2
BE0001365,Bacteriochlorophyll a protein,Prosthecochloris aestuarii,AK057066,P11741,DB01853,1
BE0001362,Bacteriochlorophyll a protein,Chlorobium tepidum (strain ATCC 49652 / DSM 12025 / TLS),L13700,Q46393,DB01853,1
BE0000931,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1,Humans,S74683,P52961,DB01854,1
BE0001297,"2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase",Unknown prokaryotic organism,S74683,P56220,DB01856; DB01992; DB03134; DB03699; DB03905,5
BE0001357,Beta-phosphoglucomutase,Lactococcus lactis subsp. lactis (strain IL1403),Z70730,P71447,DB01857; DB02317; DB02835,3
BE0001282,Nitrogen regulation protein NR(I),Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),X85104,P41789,DB01857,1
BE0003417,Cathepsin K,Humans,U13665,P43235,DB01858; DB02679; DB02869; DB03405; DB03456; DB03642; DB03891; DB04234; DB04244; DB04523; DB05736; DB06367; DB06670; DB07563; DB07592; DB07593; DB07965; DB07967; DB08270; DB08287; DB08594,21
BE0001303,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase",Shigella flexneri,AE005674,P62619,DB01859; DB02552; DB03403; DB03687; DB03961; DB04555,6
BE0004515,Poly(A) polymerase alpha,Humans,AE005674,P51003,DB01860; DB02153; DB03896,3
BE0002630,WbpP,Pseudomonas aeruginosa,AF498417,Q8KN66,DB01861; DB02196,2
BE0004498,Glycogenin-1,Humans,AF498417,P46976,DB01861; DB03435,2
BE0001334,"Alpha,alpha-trehalose-phosphate synthase [UDP-forming]",Escherichia coli (strain K12),X69160,P31677,DB01861; DB02007; DB03366; DB03435; DB03488,5
BE0001419,Galactose-1-phosphate uridylyltransferase,Escherichia coli (strain K12),X06226,P09148,DB01861; DB03435; DB03685,3
BE0001521,UDP-glucose 4-epimerase,Humans,L41668,Q14376,DB01861; DB02196; DB03041; DB03095; DB03397; DB03501,6
BE0001910,Glucose-1-phosphate thymidylyltransferase,Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720),X56793,P26393,DB01861; DB02452,2
BE0001901,UDP-glucose 4-epimerase,Escherichia coli (strain K12),X06226,P09147,DB01861; DB02421; DB02790; DB03397; DB03435; DB04097,6
BE0001934,DNA beta-glucosyltransferase,Enterobacteria phage T4,X03139,P04547,DB01861; DB03435,2
BE0004501,Glycosyltransferase 6 domain-containing protein 1,Humans,X03139,Q7Z4J2,DB01861; DB02379; DB03435; DB03685; DB04465,5
BE0001421,Beta-galactosidase,Escherichia coli (strain K12),J01636,P00722,DB01862; DB01885; DB01920; DB02228; DB02294; DB02632; DB04116; DB04155; DB04382; DB04465; DB04530; DB13503,12
BE0001404,Galactoside O-acetyltransferase,Escherichia coli (strain K12),J01636,P07464,DB01862; DB01992; DB02632,3
BE0002567,Lactose operon repressor,Escherichia coli (strain K12),V00294,P03023,DB01862; DB08297,2
BE0001278,Pleckstrin homology domain-containing family A member 4,Humans,AY007233,Q9H4M7,DB01863,1
BE0001300,Dual adapter for phosphotyrosine and 3-phosphotyrosine and 3-phosphoinositide,Humans,AF163254,Q9UN19,DB01863,1
BE0001627,Inositol-trisphosphate 3-kinase A,Humans,X54938,P23677,DB01863; DB03401; DB04395,3
BE0002654,Cytohesin-2,Humans,X99753,Q99418,DB01863; DB01942; DB03401; DB04530; DB07348,5
BE0004433,Cytohesin-3,Humans,X99753,O43739,DB01863; DB03344,2
BE0004242,ADP-ribosylation factor 6,Humans,M57763,P62330,DB01864; DB04315; DB08231,3
BE0001273,Protein-glutamine gamma-glutamyltransferase E,Humans,L10386,Q08188,DB01864; DB01972; DB03152; DB04315,4
BE0001380,Cell division protein FtsZ,Mycobacterium tuberculosis,L10386,P9WN95,DB01864; DB04272; DB04315,3
BE0004558,Ras-related protein Rab-11A,Humans,L10386,P62491,DB01864; DB04315,2
BE0004457,Alpha-amylase 2B,Humans,X05109,P19961,DB01870; DB02218; DB02379; DB02730; DB03088; DB03092; DB03277; DB03323; DB04417,9
BE0002584,Chondroitinase (Chondroitin lyase),Arthrobacter aurescens,AJ007331,P84141,DB01872; DB02227; DB03284,3
BE0001329,Chondroitinase-B,Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290),U27584,Q46079,DB01872; DB02379; DB03088; DB03389; DB03863; DB04492; DB04515; DB04548,8
BE0001416,Chondroitinase-AC,Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / NCIB 9290),U27583,Q59288,DB01872; DB02186; DB02305; DB02945; DB03156; DB03389; DB03569; DB03863; DB03879,9
BE0001425,Tubulin alpha-3C/D chain,Humans,AF005392,Q13748,DB01873; DB03010; DB05147; DB09130; DB12695,5
BE0001408,Tubulin beta-4A chain,Humans,X00734,P04350,DB01873; DB03010; DB05147; DB06042; DB11638,5
BE0001415,Tubulin beta-3 chain,Humans,U47634,Q13509,DB01873; DB03010; DB04845; DB05147; DB06042; DB12695,6
BE0001388,Tubulin alpha-1C chain,Humans,BC004949,Q9BQE3,DB01873; DB03010; DB05147; DB07574,4
BE0001359,Tubulin alpha-8 chain,Humans,AJ245922,Q9NY65,DB01873; DB03010,2
BE0001275,Tubulin alpha-1B chain,Humans,K00558,P68363,DB01873; DB03010; DB05147; DB07574,4
BE0001313,Uric acid degradation bifunctional protein,Bacillus sp. (strain TB-90),AB048366,Q45697,DB01875; DB05321,2
BE0001291,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Enterobacter cloacae subsp. cloacae (strain ATCC 13047 / DSM 30054 / NBRC 13535 / NCDC 279-56),Z11835,P33038,DB01879; DB02435; DB02995; DB04174; DB04474,5
BE0001293,Photoactive yellow protein,Halorhodospira halophila,U17017,P16113,DB01880; DB04066,2
BE0004033,Histidine ammonia-lyase,Rhodobacter sphaeroides (strain ATCC 17023 / 2.4.1 / NCIB 8253 / DSM 158),CP000144,Q3IWB0,DB01880; DB04066,2
BE0001855,Macrophage migration inhibitory factor,Humans,M25639,P14174,DB01880; DB02728; DB04272; DB07718; DB07888; DB08333; DB08334; DB08335; DB08765,9
BE0001319,Methionine aminopeptidase,Staphylococcus aureus (strain MW2),BA000033,P0A079,DB01882; DB02408,2
BE0004187,Methionine aminopeptidase,Staphylococcus aureus (strain Mu50 / ATCC 700699),BA000017,P0A078,DB01882; DB02408; DB08160,3
BE0001363,Lethal factor,Bacillus anthracis,M29081,P15917,DB01883; DB02255; DB04452; DB07290; DB08177,5
BE0001342,Gag-Pol polyprotein,,M22639,P12499,DB01887; DB02804; DB04353,3
BE0001072,Cyclin-dependent kinase 2,Humans,AB012305,P24941,DB01888; DB02010; DB02052; DB02091; DB02116; DB02197; DB02297; DB02407; DB02538; DB02603; DB02647; DB02733; DB02833; DB02898; DB02915; DB02950; DB02963; DB02973; DB03019; DB03307; DB03365; DB03428; DB03490; DB03496; DB03583; DB03663; DB03737; DB03801; DB04006; DB04101; DB04186; DB04288; DB04407; DB04518; DB04607; DB04662; DB04669; DB06195; DB06616; DB06844; DB06888; DB06944; DB06948; DB06976; DB06983; DB07024; DB07054; DB07065; DB07126; DB07137; DB07163; DB07164; DB07179; DB07203; DB07210; DB07220; DB07431; DB07471; DB07493; DB07501; DB07504; DB07529; DB07531; DB07533; DB07534; DB07538; DB07539; DB07540; DB07562; DB07595; DB07606; DB07612; DB07618; DB07622; DB07685; DB07686; DB07687; DB07688; DB07731; DB07750; DB07751; DB07755; DB07761; DB07790; DB07791; DB07852; DB07889; DB07936; DB07982; DB08066; DB08094; DB08122; DB08123; DB08124; DB08125; DB08126; DB08132; DB08133; DB08134; DB08135; DB08136; DB08137; DB08138; DB08139; DB08140; DB08141; DB08142; DB08178; DB08182; DB08218; DB08219; DB08233; DB08241; DB08247; DB08248; DB08285; DB08309; DB08312; DB08355; DB08441; DB08463; DB08527; DB08531; DB08532; DB08533; DB08534; DB08535; DB08536; DB08537; DB08538; DB08539; DB08572; DB08673; DB08677; DB08694; DB08768,136
BE0003418,Insulin-like growth factor I,Humans,M14155,P05019,DB01890; DB02643,2
BE0001400,Pol polyprotein,FIV,M25381,P16088,DB01891; DB02333; DB03435; DB03800; DB07365; DB08253,6
BE0001325,Aspartate--tRNA ligase,Thermus thermophilus,X70943,P36419,DB01895,1
BE0001374,Phosphocarrier protein HPr,Bacillus subtilis (strain 168),X12832,P08877,DB01899,1
BE0004508,Vesicle-fusing ATPase,Humans,X52832,P46459,DB01902,1
BE0004574,ERO1-like protein beta,Humans,X52832,Q86YB8,DB01902; DB03147,2
BE0001409,Thymidylate synthase ThyX,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),AE000512,Q9WYT0,DB01903; DB03147; DB03761; DB03800,4
BE0001307,Ferrochelatase,Bacillus subtilis (strain 168),M97208,P32396,DB01911; DB02188,2
BE0001790,Autolysin,Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4),M13812,P06653,DB01912; DB02613; DB03034; DB03754,4
BE0002637,Truncated transposase,Escherichia coli,U15572,Q46730,DB01912,1
BE0001337,Azurin,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),X07317,P00282,DB01915; DB02586; DB03492; DB03570; DB03840; DB03871; DB04085; DB04100; DB04231; DB06968,10
BE0001317,"Acetyl-CoA acetyltransferase, cytosolic",Humans,S70154,Q9BWD1,DB01915; DB01992,2
BE0004171,Myelin P2 protein,Humans,X62167,P02689,DB01915; DB03796; DB04147; DB04224,4
BE0001422,Acetyl-CoA acetyltransferase,Zoogloea ramigera,J02631,P07097,DB01915; DB01992; DB02039; DB02160; DB03045; DB03059; DB08328; DB08408,8
BE0001328,Putrescine-binding periplasmic protein,Escherichia coli (strain K12),M93239,P31133,DB01917,1
BE0001301,Monomeric sarcosine oxidase,Bacillus sp. (strain B-0618),D16521,P40859,DB01918; DB02083; DB02543; DB03098; DB03147; DB03366; DB03517,7
BE0003761,cAMP-dependent protein kinase catalytic subunit alpha,Humans,X07767,P17612,DB01919; DB01940; DB02155; DB02482; DB02611; DB03374; DB04098; DB04522; DB04530; DB04707; DB06959; DB06977; DB07107; DB07124; DB07204; DB07235; DB07458; DB07583; DB07854; DB07855; DB07856; DB07857; DB07858; DB07859; DB07860; DB07876; DB07947; DB07995; DB07996; DB07997; DB08070; DB08073; DB08113; DB08114; DB08148; DB08149; DB08150; DB08162; DB08231; DB08568; DB08569; DB08756; DB08846; DB12010,44
BE0001339,Exoglucanase/xylanase,Cellulomonas fimi,M15824,P07986,DB01921; DB02374; DB02379; DB03389; DB03717; DB04282,6
BE0001308,"Biphenyl-2,3-diol 1,2-dioxygenase",Burkholderia xenovorans (strain LB400),X66122,P47228,DB01925; DB02232; DB02923; DB03259; DB03454; DB03900,6
BE0001302,Dihydrofolate reductase,Yeast,X78968,P22906,DB01929; DB01958; DB02001; DB02402; DB03814; DB04163; DB04306,7
BE0004001,"Dihydrofolate reductase, mitochondrial",Humans,AL832912,Q86XF0,DB01929; DB01958; DB02001; DB02402; DB04163; DB04306; DB07862; DB08203; DB12116,9
BE0001387,Pantothenate synthetase,Mycobacterium tuberculosis,AL832912,P9WIL5,DB01930; DB02596; DB02694; DB03107,4
BE0001322,Signal peptidase I,Escherichia coli (strain K12),K00426,P00803,DB01934; DB02080; DB06904,3
BE0003783,Thermolysin,Bacillus thermoproteolyticus,X76986,P00800,DB01935; DB02597; DB02669; DB06819; DB07103; DB07434; DB07487; DB07506; DB07673; DB07989,10
BE0001997,Ribokinase,Escherichia coli (strain K12),M13169,P0A9J6,DB01936; DB03909; DB04444,3
BE0001366,Guanyl-specific ribonuclease Sa,Streptomyces aureofaciens,M13169,P05798,DB01937; DB03178,2
BE0001281,Hut operon positive regulatory protein,Bacillus subtilis (strain 168),M20659,P10943,DB01938,1
BE0001525,Dihydroorotate dehydrogenase (quinone),Escherichia coli (strain K12),X02826,P0A7E1,DB01942; DB02262; DB03247,3
BE0001613,(S)-2-haloacid dehalogenase,Xanthobacter autotrophicus,M81691,Q60099,DB01942; DB03522,2
BE0001778,Beta-lactamase OXA-2,Salmonella typhimurium,M25261,P0A1V8,DB01942; DB03801,2
BE0001988,Catalase,Proteus mirabilis,M25261,P42321,DB01942; DB03790,2
BE0001792,Signal recognition particle protein,Thermus aquaticus,U82109,O07347,DB01942; DB04315,2
BE0001668,Streptavidin,Streptomyces avidinii,X03591,P22629,DB01942; DB02674; DB03112; DB03139; DB03353; DB03533; DB03549; DB04464; DB04650; DB07667; DB07880; DB08181; DB08196; DB08216; DB08252,15
BE0001905,Methylglyoxal synthase,Shigella flexneri,AE005674,P0A733,DB01942; DB02726; DB03026,3
BE0002624,C-terminal-binding protein 1,Humans,U37408,Q13363,DB01942,1
BE0001966,6-phosphogluconolactonase,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),AE000512,Q9X0N8,DB01942; DB03754; DB04272,3
BE0002640,Citrate lyase subunit beta-like protein,Mycobacterium tuberculosis,AE000512,P9WPE1,DB01942,1
BE0002641,Peripheral plasma membrane protein CASK,Humans,AF032119,O14936,DB01942; DB12010,2
BE0002642,Guanylate kinase,Mycobacterium tuberculosis,AF032119,P9WKE9,DB01942,1
BE0002643,Probable butyrate kinase 2,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),AE000512,Q9X278,DB01942; DB03909,2
BE0004623,Gamma-glutamylaminecyclotransferase,Humans,AE000512,Q9BVM4,DB01942,1
BE0004470,Parvalbumin alpha,Humans,AE000512,P20472,DB01942,1
BE0004569,Acylphosphatase-2,Humans,AE000512,P14621,DB01942,1
BE0002644,Uncharacterized protein,Bacillus cereus (strain ATCC 14579 / DSM 31),AE016877,Q81C15,DB01942,1
BE0002645,Arginine N-succinyltransferase subunit alpha,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),AF011922,P80357,DB01942,1
BE0002646,Putative mannose-6-phosphate isomerase YvyI,Bacillus subtilis (strain 168),U02562,P39841,DB01942,1
BE0002647,"ABC-type transporter, periplasmic subunit",Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),AE000512,Q9X0V0,DB01942,1
BE0002648,Probable phosphatase YcdX,Escherichia coli (strain K12),U00096,P75914,DB01942,1
BE0002649,Phenazine biosynthesis protein PhzD,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),AE004091,Q7DC80,DB01942; DB02793,2
BE0002650,Oxalate decarboxylase OxdC,Bacillus subtilis (strain 168),AJ223978,O34714,DB01942,1
BE0002651,Putative ketoacyl reductase,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),M19536,P16544,DB01942; DB03461; DB07715,3
BE0002652,Gephyrin,Humans,AF272663,Q9NQX3,DB01942; DB03366; DB03766,3
BE0002653,Glyoxalase family protein,Bacillus cereus (strain ATCC 14579 / DSM 31),AE016877,Q81F54,DB01942; DB04272,2
BE0002655,Glutaconyl-CoA decarboxylase subunit alpha,Acidaminococcus fermentans (strain ATCC 25085 / DSM 20731 / VR4),X69435,Q06700,DB01942,1
BE0002656,"Transcriptional regulator, IclR family",Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),AE000512,Q9WXS0,DB01942,1
BE0002657,Catalase,Helicobacter pylori (strain ATCC 700392 / 26695),U67458,P77872,DB01942,1
BE0002658,Putative L-rhamnose mutarotase,Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),AE000512,Q9X0F9,DB01942,1
BE0002660,Glutaminase 1,Bacillus subtilis (strain 168),AB006424,O31465,DB01942; DB04522,2
BE0002661,Glutaminase 1,Escherichia coli (strain K12),U82664,P77454,DB01942,1
BE0002662,Molybdopterin synthase catalytic subunit,Escherichia coli (strain K12),X70420,P30749,DB01942,1
BE0002663,"Aminotransferase, putative",Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099),AE000512,Q9X0L5,DB01942,1
BE0002664,Iron binding protein FbpA,Pasteurella haemolytica,AF047427,Q9Z4N6,DB01942,1
BE0002665,DNA gyrase subunit B,Thermus thermophilus,AF167433,Q5SHZ4,DB01942,1
BE0001368,Putative hydroxypyruvate isomerase YgbM,Escherichia coli (strain K12),U29579,Q46891,DB01942,1
BE0001285,Delta-aminolevulinic acid dehydratase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228),X91820,Q59643,DB01942; DB02828,2
BE0001381,3-phosphoshikimate 1-carboxyvinyltransferase,Escherichia coli (strain K12),X00557,P0A6D3,DB01942; DB03116; DB04328; DB04539,4
BE0001397,Subtilisin Carlsberg,Bacillus licheniformis,X03341,P00780,DB01942; DB02560; DB02677; DB03290; DB03316; DB03607,6
BE0001475,Peptide deformylase,Escherichia coli (strain K12),X77800,P0A6K3,DB01942; DB02276; DB04310; DB04368; DB08523,5
BE0000597,Para-aminobenzoate synthase component 1,Escherichia coli (strain K12),K02673,P05041,DB01942,1
BE0003893,Myosin-14,Humans,AY165122,Q7Z406,DB01944; DB03126; DB04444; DB07468; DB07469; DB07470; DB08276,7
BE0003890,Myotonin-protein kinase,Humans,M87312,Q09013,DB01946,1
BE0002666,Endonuclease III,Helicobacter pylori (strain ATCC 700392 / 26695),AE000511,O25323,DB01952; DB03345; DB03730; DB03801,4
BE0001414,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",Humans,AF148509,Q9UKM7,DB01955; DB02422; DB02742; DB03206,4
BE0001276,Ribosomal small subunit pseudouridine synthase A,Haemophilus influenzae (strain ATCC 51907 / DSM 11121 / KW20 / Rd),L42023,P45124,DB01955,1
BE0002005,Penicillin-insensitive murein endopeptidase,Escherichia coli (strain K12),X16909,P0C0T5,DB01955,1
BE0001384,Alpha-ketoglutarate-dependent taurine dioxygenase,Escherichia coli (strain K12),D85613,P37610,DB01956,1
BE0001392,Choloylglycine hydrolase,Clostridium perfringens (strain 13 / Type A),U20191,P54965,DB01956; DB02659; DB03619,3
