,name,organism,GenBank_ID,UniProt_ID,drugs,drugs_num
BE0000077,Hypoxanthine-guanine phosphoribosyltransferase,Humans,M31642,P00492,DB02309; DB03153; DB04356,3
BE0002085,"cGMP-dependent 3',5'-cyclic phosphodiesterase",Humans,U67733,O00408,DB02315; DB07954; DB08811,3
BE0004631,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2,Humans,U67733,Q9UL51,DB02315; DB02527,2
BE0000975,C-C motif chemokine 5,Humans,M21121,P13501,DB02322; DB02353,2
BE0001182,Neutrophil collagenase,Humans,J05556,P22894,DB02326; DB02953; DB03207; DB03622; DB03880; DB06971; DB07397; DB07713; DB07772; DB07900; DB08028; DB08403; DB08476,13
BE0000791,Cystathionine gamma-lyase,Humans,S52784,P32929,DB02328; DB03928,2
BE0000329,Corticosteroid 11-beta-dehydrogenase isozyme 1,Humans,M76665,P28845,DB02329; DB03461; DB03814; DB04652; DB06992; DB07017; DB07049; DB07056; DB07310; DB07316; DB07619; DB07624; DB07866; DB08277; DB08280; DB08771,16
BE0000845,Betaine--homocysteine S-methyltransferase 1,Humans,U50929,Q93088,DB02337,1
BE0001979,"Thioredoxin reductase 1, cytoplasmic",Humans,X91247,Q16881,DB02338; DB03566,2
BE0000073,"Alpha-aminoadipic semialdehyde synthase, mitochondrial",Humans,AF229180,Q9UDR5,DB02338; DB04207,2
BE0000004,Coagulation factor XIII A chain,Humans,M22001,P00488,DB02340,1
BE0000394,Neutrophil elastase,Humans,Y00477,P08246,DB02341; DB03925,2
BE0004543,Cathelicidin antimicrobial peptide,Humans,M55040,P49913,DB02345,1
BE0000617,"C-1-tetrahydrofolate synthase, cytoplasmic",Humans,J04031,P11586,DB02358; DB03461; DB04322,3
BE0001120,Heat shock protein HSP 90-alpha,Humans,X15183,P07900,DB02359; DB02424; DB02550; DB02754; DB02840; DB03093; DB03137; DB03504; DB03749; DB03809; DB03899; DB04054; DB04216; DB04254; DB04505; DB04588; DB06956; DB06957; DB06958; DB06961; DB06964; DB06969; DB07100; DB07317; DB07319; DB07324; DB07325; DB07495; DB07502; DB07594; DB07601; DB07877; DB08194; DB08197; DB08436; DB08442; DB08443; DB08557; DB08786; DB08787; DB08788; DB08789; DB09221,43
BE0001010,Cathepsin G,Humans,M16117,P08311,DB02360; DB04016,2
BE0001529,Complement C1s subcomponent,Humans,X06596,P09871,DB02371,1
BE0001687,Bis(5'-adenosyl)-triphosphatase,Humans,U46922,P49789,DB02373; DB04389,2
BE0004145,Tyrosine-protein kinase JAK1,Humans,X83368,P23458,DB02375; DB04716,2
BE0004338,Lactase-phlorizin hydrolase,Humans,X07994,P09848,DB02376; DB02471; DB03389; DB04282; DB04659; DB04779; DB08558,7
BE0001055,GTP cyclohydrolase 1,Humans,Z29434,P30793,DB02377,1
BE0000988,Beta-secretase 1,Humans,AF190725,P56817,DB02378; DB06930; DB07019; DB07089; DB07110; DB07175; DB07206; DB07245; DB07281; DB07284; DB07303; DB07345; DB07346; DB07415; DB07519; DB07535; DB07573; DB07734; DB07735; DB07736; DB07737; DB07738; DB07874; DB07993; DB07994; DB08749,26
BE0001056,Glucokinase,Humans,M88011,P35557,DB02379; DB07358; DB07359; DB08118; DB08210,5
BE0001567,Glucosamine-6-phosphate isomerase 1,Humans,AF048826,P46926,DB02379; DB02445; DB03951,3
BE0001935,"ADP-ribose pyrophosphatase, mitochondrial",Humans,AY026252,Q9BW91,DB02379; DB04352,2
BE0004581,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5,Humans,AY026252,O60264,DB02379; DB02670,2
BE0001671,Alpha-amylase 1,Humans,M18786,P04745,DB02379; DB03092; DB03439; DB04237,4
BE0004512,Neurocan core protein,Humans,X07903,O14594,DB02379; DB04396,2
BE0004492,Keratin-associated protein 5-2,Humans,X52391,Q701N4,DB02379,1
BE0004592,Sialoadhesin,Humans,X52391,Q9BZZ2,DB02379; DB03721,2
BE0003247,Galectin-2,Humans,M87860,P05162,DB02379,1
BE0001008,Galectin-7,Humans,L07769,P47929,DB02379; DB02678,2
BE0004472,Keratin-associated protein 5-3,Humans,X00171,Q6L8H2,DB02379,1
BE0001107,Pulmonary surfactant-associated protein D,Humans,X65018,P35247,DB02379,1
BE0000926,Interferon beta,Humans,V00534,P01574,DB02379,1
BE0003882,Cytosol aminopeptidase,Humans,AF061738,P28838,DB02386; DB07448; DB08766,3
BE0001073,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",Humans,X52638,P16118,DB02393; DB02515; DB02930; DB04137; DB04493,5
BE0000068,L-lactate dehydrogenase B chain,Humans,X13794,P07195,DB02401; DB11638,2
BE0003957,Glycodelin,Humans,J04129,P09466,DB02405,1
BE0001414,"Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase",Humans,AF148509,Q9UKM7,DB02422; DB02742,2
BE0001898,Heat shock protein HSP 90-beta,Humans,M16660,P08238,DB02424; DB02754; DB03758; DB07594; DB07877; DB08045; DB08153; DB08292; DB08293; DB08346; DB08464; DB08465; DB09221,13
BE0003768,Group IIE secretory phospholipase A2,Humans,AF189279,Q9NZK7,DB02448; DB02636; DB02758; DB02795; DB06987; DB07500; DB07950; DB07958; DB08447,9
BE0000880,Aquaporin-1,Humans,M77829,P29972,DB02451; DB09338,2
BE0003898,Colipase,Humans,J02883,P04118,DB02451; DB04233; DB08222,3
BE0000683,Pancreatic triacylglycerol lipase,Humans,J05125,P16233,DB02451; DB04233; DB08222,3
BE0003901,Lens fiber major intrinsic protein,Humans,BC074913,P30301,DB02451,1
BE0001028,G protein-activated inward rectifier potassium channel 1,Humans,U39196,P48549,DB02451,1
BE0004639,"Thymidine kinase 2, mitochondrial",Humans,X56793,O00142,DB02452; DB02594; DB04485,3
BE0003620,Gastric triacylglycerol lipase,Humans,X05997,P07098,DB02457,1
BE0001189,Glutathione S-transferase Mu 2,Humans,M63509,P28161,DB02458; DB04701,2
BE0001701,Complement factor B,Humans,X72875,P00751,DB02459; DB04491,2
BE0002194,Fatty-acid amide hydrolase 1,Humans,U82535,O00519,DB02465; DB06894; DB08385; DB08400,4
BE0004533,Ras-related protein Rab-5A,Humans,BX842572,P20339,DB02467; DB04137; DB04315,3
BE0000400,Alcohol dehydrogenase 1B,Humans,M24317,P00325,DB02481; DB02721; DB03461; DB03703; DB04105,5
BE0004475,cAMP-dependent protein kinase catalytic subunit beta,Humans,X07767,P22694,DB02482,1
BE0001913,Cyclin-dependent kinase 7,Humans,X79193,P50613,DB02482; DB03496,2
BE0002789,Protein S100-A11,Humans,D38583,P31949,DB02482,1
BE0002790,Mitogen-activated protein kinase 12,Humans,X79483,P53778,DB02482; DB04395,2
BE0000991,Aurora kinase A,Humans,D84212,O14965,DB02482; DB07186; DB07266; DB07360; DB07362; DB07545; DB07801; DB08065; DB08066,9
BE0000425,L-lactate dehydrogenase A chain,Humans,X02152,P00338,DB02483; DB11638,2
BE0001241,ADP-ribosyl cyclase 2,Humans,D21878,Q10588,DB02483; DB02930; DB03227; DB03732,4
BE0004564,N-acylneuraminate cytidylyltransferase,Humans,M57497,Q8NFW8,DB02485,1
BE0000714,Creatine kinase M-type,Humans,M14780,P06732,DB02490; DB04027,2
BE0003823,60S ribosomal protein L10-like,Humans,AB063608,Q96L21,DB02494; DB07374; DB08437,3
BE0003824,60S ribosomal protein L13a,Humans,X56932,P40429,DB02494; DB07374; DB08437,3
BE0003825,60S ribosomal protein L23,Humans,X52839,P62829,DB02494; DB07374; DB08437,3
BE0003826,60S ribosomal protein L15,Humans,L25899,P61313,DB02494; DB07374; DB08437,3
BE0003827,60S ribosomal protein L19,Humans,X63527,P84098,DB02494; DB07374; DB08437,3
BE0003828,60S ribosomal protein L23a,Humans,U43701,P62750,DB02494; DB07374; DB08437; DB11638,4
BE0003829,Probable ribosome biogenesis protein RLP24,Humans,AF201949,Q9UHA3,DB02494; DB07374; DB08437,3
BE0003830,60S ribosomal protein L26-like 1,Humans,AF083248,Q9UNX3,DB02494; DB07374; DB08437,3
BE0003831,60S ribosomal protein L8,Humans,Z28407,P62917,DB02494; DB07374; DB08437,3
BE0003832,60S ribosomal protein L37,Humans,D23661,P61927,DB02494; DB04602; DB04805; DB07374; DB08437,5
BE0003833,60S ribosomal protein L3,Humans,X73460,P39023,DB02494; DB07374; DB08437,3
BE0003834,60S ribosomal protein L11,Humans,X79234,P62913,DB02494; DB07374; DB08437,3
BE0003835,NHP2-like protein 1,Humans,D50420,P55769,DB02494; DB07374,2
BE0003753,Carboxypeptidase A1,Humans,X67318,P15085,DB02494; DB02652; DB03012; DB03201; DB03441; DB04058; DB04316; DB06924; DB07351; DB07484; DB07506; DB08368; DB08762,13
BE0004149,Annexin A5,Humans,M76470,P08758,DB02497; DB02846; DB02929; DB03484; DB03935; DB03959; DB03981,7
BE0001717,Poly [ADP-ribose] polymerase 1,Humans,X16674,P09874,DB02498; DB02690; DB03072; DB03073; DB03509; DB03722; DB04010; DB07096; DB07330; DB07787,10
BE0003810,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit,Humans,X70848,P62136,DB02506,1
BE0003750,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,Humans,M31786,P30153,DB02506; DB06905,2
BE0002326,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,Humans,X12646,P67775,DB02506; DB06905,2
BE0003749,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform,Humans,U37352,Q13362,DB02506; DB06905,2
BE0003811,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform,Humans,M64929,P63151,DB02506,1
BE0002793,Cytochrome P450 2C9,Humans,AY341248,P11712,DB02507; DB03317,2
BE0001777,Bile acid receptor,Humans,U68233,Q96RI1,DB02509; DB02545; DB04348; DB04557; DB08220,5
BE0000188,Bifunctional glutamate/proline--tRNA ligase,Humans,X54326,P07814,DB02510; DB02684; DB03376,3
BE0001683,Fructose-bisphosphate aldolase A,Humans,M11560,P04075,DB02512; DB04733; DB08240; DB11638,4
BE0004565,Fructose-bisphosphate aldolase B,Humans,M11560,P05062,DB02512; DB02515,2
BE0004497,cAMP-dependent protein kinase type II-beta regulatory subunit,Humans,M18468,P31323,DB02527,1
BE0003983,Putative dehydrogenase/reductase SDR family member 4-like 2,Humans,L01699,P0CG22,DB02532; DB03461; DB03541; DB07689; DB07765,5
BE0004560,Polyubiquitin-B,Humans,X72781,P0CG47,DB02542,1
BE0003278,"GDP-mannose 4,6 dehydratase",Humans,AF042377,O60547,DB02547; DB04315,2
BE0003570,Geranylgeranyl pyrophosphate synthase,Humans,AB017971,O95749,DB02552; DB04695; DB04714; DB06830; DB06931; DB07221; DB07410; DB07780; DB07841; DB07873; DB08529,11
BE0001029,Interleukin-2,Humans,J00264,P60568,DB02555; DB02581; DB03372; DB03453; DB03455; DB03957; DB04278,7
BE0001026,Corticoliberin,Humans,V00571,P06850,DB02556; DB02952,2
BE0008984,Kell blood group glycoprotein,Humans,X07166,P23276,DB02557,1
BE0000753,Phenylalanine-4-hydroxylase,Humans,K03020,P00439,DB02562; DB03673; DB04400; DB04419,4
BE0004500,"Enoyl-CoA hydratase, mitochondrial",Humans,K03020,P30084,DB02563; DB02910; DB03059; DB04117,4
BE0001608,Histone deacetylase 8,Humans,AF230097,Q9BY41,DB02565; DB02917; DB04297; DB07350; DB07586; DB08168,6
BE0004144,Calpain small subunit 1,Humans,X04106,P04632,DB02570,1
BE0003732,Adenylate cyclase type 2,Humans,AF410885,Q08462,DB02587; DB06843,2
BE0003731,Guanine nucleotide-binding protein G(s) subunit alpha isoforms short,Humans,X04408,P63092,DB02587; DB06843,2
BE0003733,Adenylate cyclase type 5,Humans,AF497517,O95622,DB02587; DB06843,2
BE0001195,Cystic fibrosis transmembrane conductance regulator,Humans,M28668,P13569,DB02587; DB04395; DB04522,3
BE0002804,Deoxycytidine kinase,Humans,M60527,P27707,DB02594,1
BE0001832,Nicotinamide mononucleotide adenylyltransferase 3,Humans,AF345564,Q96T66,DB02596; DB03227; DB04099,3
BE0002200,Peptidyl-glycine alpha-amidating monooxygenase,Humans,M37721,P19021,DB02598; DB04150,2
BE0004027,Pancreatic lipase-related protein 2,Humans,M93284,P54317,DB02613,1
BE0002101,"Actin, alpha skeletal muscle",Humans,J00068,P68133,DB02621; DB03021; DB03616; DB03850; DB03903; DB04151; DB04395; DB04774; DB04775; DB04783; DB08080,11
BE0004161,Gelsolin,Humans,X04412,P06396,DB02621,1
BE0004618,Cell division control protein 42 homolog,Humans,M31724,P60953,DB02623; DB04315,2
BE0000752,Sodium/hydrogen exchanger 1,Humans,M81768,P19634,DB02624,1
BE0001156,E3 ubiquitin-protein ligase XIAP,Humans,U45880,P98170,DB02628; DB04612,2
BE0000909,Sepiapterin reductase,Humans,M76231,P35270,DB02637; DB03461; DB03886; DB04275,4
BE0000496,Carnitine O-acetyltransferase,Humans,X78706,P43155,DB02648,1
BE0000373,Peroxisomal carnitine O-octanoyltransferase,Humans,AF168793,Q9UKG9,DB02648; DB03832,2
BE0003094,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,Humans,Y10387,O43252,DB02661; DB03708,2
BE0004552,Cyclin-dependent kinases regulatory subunit 1,Humans,X82179,P61024,DB02681,1
BE0001967,Gastrotropin,Humans,U19869,P51161,DB02691; DB04348,2
BE0000259,"Beta-1,4-galactosyltransferase 1",Humans,X14085,P15291,DB02696; DB03013; DB03501; DB03685; DB03814,5
BE0000227,Alcohol dehydrogenase 1A,Humans,M12271,P07327,DB02721; DB04065,2
BE0004550,Gamma-enolase,Humans,AE005674,P09104,DB02726,1
BE0000046,Pyruvate kinase PKLR,Humans,AB015983,P30613,DB02726; DB04551,2
BE0002256,"Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial",Humans,U62961,P55809,DB02731,1
BE0002216,Cyclin-dependent kinase 4,Humans,M14505,P11802,DB02733; DB03496,2
BE0001062,Mitogen-activated protein kinase 3,Humans,X60188,P27361,DB02733; DB04604,2
BE0004323,SRSF protein kinase 2,Humans,U88666,P78362,DB02733; DB04395,2
BE0001197,Steryl-sulfatase,Humans,J04964,P08842,DB02735,1
BE0003777,Beta-2-microglobulin,Humans,AY187687,P61769,DB02740; DB04464,2
BE0003778,T-cell receptor alpha chain C region,Humans,AY187687,P01848,DB02740,1
BE0003779,T-cell receptor beta-1 chain C region,Humans,M12887,P01850,DB02740,1
BE0003482,"HLA class I histocompatibility antigen, A-2 alpha chain",Humans,AF157564,P01892,DB02740,1
BE0004434,U6 snRNA-associated Sm-like protein LSm6,Humans,M22612,P62312,DB02745; DB03685,2
BE0001007,Peroxisome proliferator-activated receptor delta,Humans,L07592,Q03181,DB02746; DB03338; DB04801; DB07070; DB07691; DB07724; DB08078; DB09006,8
BE0000215,Peroxisome proliferator-activated receptor gamma,Humans,U79012,P37231,DB02746; DB03600; DB04270; DB04689; DB06908; DB06926; DB07053; DB07111; DB07172; DB07208; DB07209; DB07302; DB07509; DB07675; DB07723; DB07724; DB07842; DB07863; DB08121; DB08302; DB08402; DB08435; DB08560; DB08760; DB09006; DB09198; DB09201; DB12007; DB14034; DB14635,30
BE0000412,Retinoic acid receptor RXR-alpha,Humans,X52773,P19793,DB02746; DB04557; DB07557; DB07863; DB08063; DB08402; DB08601,7
BE0000707,Retinoic acid receptor RXR-gamma,Humans,U38480,P48443,DB02746,1
BE0004053,Elongation factor Tu GTP-binding domain-containing protein 1,Humans,AK023181,Q7Z2Z2,DB02750; DB04315,2
BE0004494,Cation-dependent mannose-6-phosphate receptor,Humans,X15183,P20645,DB02755; DB02900,2
BE0003751,Lysozyme C,Humans,AF189279,P61626,DB02759; DB03006; DB03013; DB03120; DB03189; DB03487; DB03967; DB04194; DB04268; DB06912,10
BE0004455,Thiosulfate sulfurtransferase,Humans,Z11707,Q16762,DB02761,1
BE0000981,Interleukin-12 subunit beta,Humans,M65272,P29460,DB02763,1
BE0004024,Lymphocyte antigen 96,Humans,AB018549,Q9Y6Y9,DB02767; DB08231,2
BE0002442,Toll-like receptor 4,Humans,U93091,O00206,DB02767; DB08231,2
BE0002431,"Fructose-1,6-bisphosphatase 1",Humans,L10320,P09467,DB02778; DB02848; DB04175; DB04493; DB07270; DB07312; DB07321; DB08484,8
BE0001071,Tyrosine-protein phosphatase non-receptor type 11,Humans,D13540,Q06124,DB02779,1
BE0000383,"Aspartate aminotransferase, mitochondrial",Humans,M22632,P00505,DB02783,1
BE0002180,Cholinesterase,Humans,M32391,P06276,DB02811; DB03672; DB03814; DB03822; DB04250; DB07681; DB07940; DB08200; DB08201; DB08658,10
BE0001153,Beta-hexosaminidase subunit beta,Humans,M13519,P07686,DB02813; DB03747; DB03861,3
BE0004461,Phosphoglucomutase-1,Humans,Z70730,P36871,DB02835; DB04397,2
BE0004141,D-amino-acid oxidase,Humans,X13227,P14920,DB02838; DB02988; DB03225; DB03531; DB04166; DB07979,6
BE0000455,4-hydroxyphenylpyruvate dioxygenase,Humans,U29895,P32754,DB02850,1
BE0002840,Estradiol 17-beta-dehydrogenase 11,Humans,AF126780,Q8NBQ5,DB02854,1
BE0003805,Ig gamma-2 chain C region,Humans,AL928742,P01859,DB02854; DB04688; DB07329; DB07375; DB08323; DB08409; DB08510; DB08547; DB08618,9
BE0000702,Acetyl-CoA carboxylase 2,Humans,U89344,O00763,DB02859; DB03781; DB07870,3
BE0001909,Cathepsin L2,Humans,Y14734,O60911,DB02869; DB04451,2
BE0001003,E3 ubiquitin-protein ligase Mdm2,Humans,M92424,Q00987,DB02872; DB04144,2
BE0000206,Retinoic acid receptor beta,Humans,X07282,P10826,DB02877,1
BE0002842,Zinc finger Y-chromosomal protein,Humans,L10393,P08048,DB02884,1
BE0004473,Uridine 5'-monophosphate synthase,Humans,M18785,P11172,DB02890,1
BE0003623,Cation-independent mannose-6-phosphate receptor,Humans,Y00285,P11717,DB02900,1
BE0001764,"Enoyl-CoA delta isomerase 1, mitochondrial",Humans,Z25820,P42126,DB02910; DB03127,2
BE0001745,"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",Humans,M91432,P11310,DB02910; DB03415,2
BE0004488,Synapsin-1,Humans,D21878,P17600,DB02930,1
BE0004571,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",Humans,D21878,O14874,DB02930,1
BE0002851,Mismatch repair endonuclease PMS2,Humans,U13696,P54278,DB02930,1
BE0004584,Serotonin N-acetyltransferase,Humans,AF282852,Q16613,DB02931,1
BE0001815,Early endosome antigen 1,Humans,L40157,Q15075,DB02942,1
BE0003476,Pro-neuropeptide Y,Humans,BC029497,P01303,DB02952; DB03380,2
BE0000061,Cannabinoid receptor 1,Humans,X54937,P21554,DB02955; DB09288,2
BE0000095,Cannabinoid receptor 2,Humans,X74328,P34972,DB02955,1
BE0001023,Transient receptor potential cation channel subfamily V member 1,Humans,AJ277028,Q8NER1,DB02955; DB09288; DB11345,3
BE0001886,Galectin-10,Humans,L01664,Q05315,DB02967; DB02983,2
BE0003549,Cytochrome P450 2B6,Humans,M29874,P20813,DB02974; DB04664; DB08369,3
BE0004585,2'-5'-oligoadenylate synthase 1,Humans,M77181,P00973,DB02987,1
BE0003945,Guanine nucleotide-binding protein G(t) subunit alpha-1,Humans,X15088,P11488,DB02994; DB04315; DB04444,3
BE0003740,Nuclear receptor coactivator 2,Humans,X97674,Q15596,DB02998; DB06871; DB06898; DB07080; DB07086; DB07087; DB07195; DB07678; DB07707; DB07708; DB07712; DB07863; DB07932; DB08047; DB08048; DB08175; DB08320; DB08402; DB08595; DB08601; DB08773,21
BE0000812,Glutathione S-transferase Mu 4,Humans,M96234,Q03013,DB03003; DB03032; DB03597; DB03706; DB04132,5
BE0004315,Tyrosine-protein kinase Lyn,Humans,M16038,P07948,DB03023,1
BE0001872,Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3,Humans,AB009598,O94766,DB03041; DB03435,2
BE0001840,Complement factor D,Humans,M84526,P00746,DB03058; DB04459,2
BE0000377,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial",Humans,X96752,Q16836,DB03059; DB03612,2
BE0000762,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",Humans,M26393,P16219,DB03059,1
BE0004329,Glycylpeptide N-tetradecanoyltransferase 1,Humans,AF043324,P30419,DB03062,1
BE0000722,Inosine-5'-monophosphate dehydrogenase 2,Humans,J04208,P12268,DB03070; DB03948; DB04566,3
BE0003334,Casein kinase I isoform gamma-2,Humans,U89896,P78368,DB03083; DB03693; DB04604,3
BE0001058,Chitotriosidase-1,Humans,U29615,Q13231,DB03109; DB03539; DB03632; DB04350; DB04404,5
BE0001162,Caspase-3,Humans,U13737,P42574,DB03124; DB06862; DB07696; DB08213; DB08229; DB08251; DB08497; DB08498; DB08499,9
BE0001586,Kallikrein-6,Humans,U62801,Q92876,DB03127,1
BE0002833,Copper transport protein ATOX1,Humans,U70660,O00244,DB03127,1
BE0001656,Suppressor of tumorigenicity 14 protein,Humans,AF118224,Q9Y5Y6,DB03127,1
BE0001091,Kallikrein-1,Humans,M25629,P06870,DB03127,1
BE0000962,Lactoylglutathione lyase,Humans,D13315,Q04760,DB03130; DB03330; DB03602; DB04132; DB08179,5
BE0004437,"Type II inositol 1,4,5-trisphosphate 5-phosphatase",Humans,J01710,P32019,DB03158,1
BE0000574,3-hydroxy-3-methylglutaryl-coenzyme A reductase,Humans,M11058,P04035,DB03169; DB03461; DB04377; DB04447; DB06693,5
BE0000687,Thyroid hormone receptor alpha,Humans,X55074,P10827,DB03176,1
BE0002443,Cytidine deaminase,Humans,L27943,P32320,DB03185,1
BE0002302,"Glycine cleavage system H protein, mitochondrial",Humans,M69175,P23434,DB03187; DB03760,2
BE0000407,S-adenosylmethionine synthase isoform type-1,Humans,D49357,Q00266,DB03191; DB03611,2
BE0000408,Peroxisomal multifunctional enzyme type 2,Humans,X87176,P51659,DB03192,1
BE0001854,Glycolipid transfer protein,Humans,AF209704,Q9NZD2,DB03203; DB03600,2
BE0004247,Poliovirus receptor,Humans,M24407,P15151,DB03203; DB08231,2
BE0003515,1-aminocyclopropane-1-carboxylate synthase-like protein 1,Humans,CH471064,Q96QU6,DB03214,1
BE0004566,L-amino-acid oxidase,Humans,CH471064,Q96RQ9,DB03214; DB04166,2
BE0001684,Adenosylhomocysteinase,Humans,M61831,P23526,DB03216; DB03273; DB03769,3
BE0000113,DNA polymerase beta,Humans,L11607,P06746,DB03222; DB07479,2
BE0001809,Nicotinamide mononucleotide adenylyltransferase 1,Humans,AF314163,Q9HAN9,DB03227; DB04099,2
BE0001921,"Glutaryl-CoA dehydrogenase, mitochondrial",Humans,U69141,Q92947,DB03245,1
BE0000822,Formimidoyltransferase-cyclodeaminase,Humans,AF169017,O95954,DB03256,1
BE0000917,Growth factor receptor-bound protein 2,Humans,M96995,P62993,DB03276,1
BE0004590,Phosphoserine phosphatase,Humans,X03341,P78330,DB03292,1
BE0002128,Serine protease hepsin,Humans,M18930,P05981,DB03297; DB03643; DB03865,3
BE0004453,"Superoxide dismutase [Mn], mitochondrial",Humans,Z94043,P04179,DB03297; DB04436,2
BE0001038,Chymase,Humans,M64269,P23946,DB03297; DB03814; DB04016; DB07680,4
BE0004484,Homeobox protein engrailed-2,Humans,U75413,P19622,DB03309,1
BE0003380,Cellular tumor antigen p53,Humans,X02469,P04637,DB03347; DB08363,2
BE0003762,cAMP-dependent protein kinase inhibitor alpha,Humans,S76965,P61925,DB03374; DB04707; DB06959; DB07107; DB07204; DB07583; DB07854; DB07855; DB07856; DB07857; DB07858; DB07859; DB07860; DB07876; DB07947; DB07995; DB07996; DB07997; DB08070; DB08073; DB08113; DB08114; DB08148; DB08149; DB08150; DB08231; DB08568; DB08569; DB08756,29
BE0004373,Iodotyrosine dehalogenase 1,Humans,AY259176,Q6PHW0,DB03374,1
BE0004370,Valacyclovir hydrolase,Humans,X81372,Q86WA6,DB03380,1
BE0004476,Acyl-CoA-binding protein,Humans,U49742,P07108,DB03381,1
BE0001826,Caspase-7,Humans,U39613,P55210,DB03384,1
BE0001102,Prostatic acid phosphatase,Humans,M97589,P15309,DB03390; DB03577,2
BE0003074,Carbonyl reductase [NADPH] 1,Humans,J04056,P16152,DB03394; DB03556; DB04216; DB04463; DB14635,5
BE0004519,"Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase",Humans,X06226,P26572,DB03397,1
BE0004452,Epsin-1,Humans,X99753,Q9Y6I3,DB03401,1
BE0004490,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",Humans,X99753,P51178,DB03401; DB03956,2
BE0004516,Radixin,Humans,X99753,P35241,DB03401,1
BE0004593,"Spectrin beta chain, non-erythrocytic 1",Humans,X99753,Q01082,DB03401,1
BE0004522,"Inositol 1,4,5-trisphosphate receptor type 1",Humans,X99753,Q14643,DB03401,1
BE0000637,UMP-CMP kinase,Humans,AF070416,P30085,DB03403; DB03435; DB03664; DB04444,4
BE0000185,Glutathione synthetase,Humans,L42531,P48637,DB03408; DB04395,2
BE0001205,"Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial",Humans,AF018432,P33316,DB03413; DB04685,2
BE0004582,Uridine-cytidine kinase-like 1,Humans,U09178,Q9NWZ5,DB03419; DB03685; DB04137,3
BE0001926,Granulysin,Humans,X05044,P22749,DB03434,1
BE0001924,Ribonuclease 4,Humans,D37931,P34096,DB03448,1
BE0000779,Vitamin D3 receptor,Humans,J03258,P11473,DB03451; DB07530; DB08742; DB14635,4
BE0002227,CAD protein,Humans,D78586,P27708,DB03459,1
BE0002364,NADPH--cytochrome P450 reductase,Humans,S90469,P16435,DB03461,1
BE0000604,NADP-dependent malic enzyme,Humans,X77244,P48163,DB03461,1
BE0000622,Aldo-keto reductase family 1 member C2,Humans,U05598,P52895,DB03461; DB07768,2
BE0000869,L-xylulose reductase,Humans,AB013846,Q7Z4W1,DB03461,1
BE0000126,Aldo-keto reductase family 1 member C1,Humans,M86609,Q04828,DB03461; DB03467; DB04674; DB07768,4
BE0001089,Glucose-6-phosphate 1-dehydrogenase,Humans,X03674,P11413,DB03461; DB11638,2
BE0001185,Quinone oxidoreductase,Humans,L13278,Q08257,DB03461,1
BE0003011,Dehydrogenase/reductase SDR family member 11,Humans,AY358712,Q6UWP2,DB03461,1
BE0000589,"Malate dehydrogenase, cytoplasmic",Humans,D55654,P40925,DB03461; DB11638,2
BE0000578,Estradiol 17-beta-dehydrogenase 8,Humans,BT007239,Q92506,DB03461,1
BE0004352,Alcohol dehydrogenase [NADP(+)],Humans,J04794,P14550,DB03461,1
BE0003119,"2,4-dienoyl-CoA reductase, mitochondrial",Humans,L26050,Q16698,DB03461; DB08605,2
BE0004480,"NADPH:adrenodoxin oxidoreductase, mitochondrial",Humans,AE000512,P22570,DB03461,1
BE0003795,Prostaglandin reductase 1,Humans,BC035228,Q14914,DB03461; DB04066; DB07177,3
BE0001111,Cytochrome P450 1B1,Humans,U03688,Q16678,DB03467; DB04216; DB06732,3
BE0009091,KAT8 regulatory NSL complex subunit 3,Humans,U03688,Q9P2N6,DB03467,1
BE0002090,Cytochrome P450 19A1,Humans,M22246,P11511,DB03467; DB04539,2
BE0001746,Soluble calcium-activated nucleotidase 1,Humans,AF328554,Q8WVQ1,DB03486,1
BE0002207,Cyclin-dependent kinase 9,Humans,L25676,P50750,DB03496,1
BE0002212,Cyclin-dependent kinase 6,Humans,X66365,Q00534,DB03496; DB07379; DB07795,3
BE0000767,Epidermal growth factor receptor,Humans,X00588,P00533,DB03496; DB07602; DB07662; DB11737,4
BE0002224,Cyclin-dependent kinase 8,Humans,X85753,P49336,DB03496,1
